vendredi 21 février 2020	09:59:09	Sampling Period : 50  ms		OL alpha1
60	0.000000E+0	38.073582E+0	38.073582E+0	85.128097E+0
61	0.000000E+0	38.073582E+0	38.073582E+0	85.128097E+0
62	0.000000E+0	38.073582E+0	38.073582E+0	85.128097E+0
63	0.000000E+0	38.073582E+0	38.073582E+0	85.128097E+0
64	0.000000E+0	38.074347E+0	38.074347E+0	85.028289E+0
65	0.000000E+0	38.074347E+0	38.074347E+0	85.028289E+0
66	0.000000E+0	38.074347E+0	38.074347E+0	85.028289E+0
67	0.000000E+0	38.074347E+0	38.074347E+0	85.028289E+0
68	0.000000E+0	38.043182E+0	38.043182E+0	84.528360E+0
69	0.000000E+0	38.043182E+0	38.043182E+0	84.528360E+0
70	0.000000E+0	38.043182E+0	38.043182E+0	84.528360E+0
71	0.000000E+0	38.043182E+0	38.043182E+0	84.528360E+0
72	0.000000E+0	37.858512E+0	37.858512E+0	83.760287E+0
73	0.000000E+0	37.858512E+0	37.858512E+0	83.760287E+0
74	0.000000E+0	37.858512E+0	37.858512E+0	83.760287E+0
75	0.000000E+0	37.858512E+0	37.858512E+0	83.760287E+0
76	0.000000E+0	38.056562E+0	38.056562E+0	83.282615E+0
77	0.000000E+0	38.056562E+0	38.056562E+0	83.282615E+0
78	0.000000E+0	38.056562E+0	38.056562E+0	83.282615E+0
79	0.000000E+0	38.056562E+0	38.056562E+0	83.282615E+0
80	0.000000E+0	38.053566E+0	38.053566E+0	83.194306E+0
81	0.000000E+0	38.053566E+0	38.053566E+0	83.194306E+0
82	0.000000E+0	38.053566E+0	38.053566E+0	83.194306E+0
83	0.000000E+0	38.053566E+0	38.053566E+0	83.194306E+0
84	0.000000E+0	38.058433E+0	38.058433E+0	83.194351E+0
85	0.000000E+0	38.058433E+0	38.058433E+0	83.194351E+0
86	0.000000E+0	38.058433E+0	38.058433E+0	83.194351E+0
87	0.000000E+0	38.058433E+0	38.058433E+0	83.194351E+0
88	0.000000E+0	38.061956E+0	38.061956E+0	83.569652E+0
89	0.000000E+0	38.061956E+0	38.061956E+0	83.569652E+0
90	0.000000E+0	38.061956E+0	38.061956E+0	83.569652E+0
91	0.000000E+0	38.067454E+0	38.067454E+0	84.923120E+0
92	0.000000E+0	38.067454E+0	38.067454E+0	84.923120E+0
93	0.000000E+0	38.067454E+0	38.067454E+0	84.923120E+0
94	0.000000E+0	38.067454E+0	38.067454E+0	84.923120E+0
95	0.000000E+0	38.067454E+0	38.067454E+0	84.923120E+0
96	0.000000E+0	38.074513E+0	38.074513E+0	85.152475E+0
97	0.000000E+0	38.074513E+0	38.074513E+0	85.152475E+0
98	0.000000E+0	38.074513E+0	38.074513E+0	85.152475E+0
99	0.000000E+0	38.074513E+0	38.074513E+0	85.152475E+0
100	0.000000E+0	38.072858E+0	38.072858E+0	85.307886E+0
101	0.000000E+0	38.072858E+0	38.072858E+0	85.307886E+0
102	0.000000E+0	38.072858E+0	38.072858E+0	85.307886E+0
103	0.000000E+0	38.072858E+0	38.072858E+0	85.307886E+0
104	0.000000E+0	38.066002E+0	38.066002E+0	84.838093E+0
105	0.000000E+0	38.066002E+0	38.066002E+0	84.838093E+0
106	0.000000E+0	38.066002E+0	38.066002E+0	84.838093E+0
107	0.000000E+0	38.066002E+0	38.066002E+0	84.838093E+0
108	0.000000E+0	38.060781E+0	38.060781E+0	84.279354E+0
109	0.000000E+0	38.060781E+0	38.060781E+0	84.279354E+0
110	0.000000E+0	38.060781E+0	38.060781E+0	84.279354E+0
111	0.000000E+0	38.060781E+0	38.060781E+0	84.279354E+0
112	0.000000E+0	38.055246E+0	38.055246E+0	83.753906E+0
113	0.000000E+0	38.055246E+0	38.055246E+0	83.753906E+0
114	0.000000E+0	38.055246E+0	38.055246E+0	83.753906E+0
115	0.000000E+0	38.055246E+0	38.055246E+0	83.753906E+0
116	0.000000E+0	38.051275E+0	38.051275E+0	83.478621E+0
117	0.000000E+0	38.051275E+0	38.051275E+0	83.478621E+0
118	0.000000E+0	38.051275E+0	38.051275E+0	83.478621E+0
119	0.000000E+0	38.059955E+0	38.059955E+0	82.882008E+0
120	0.000000E+0	38.059955E+0	38.059955E+0	82.882008E+0
121	0.000000E+0	38.059955E+0	38.059955E+0	82.882008E+0
122	0.000000E+0	38.059955E+0	38.059955E+0	82.882008E+0
123	0.000000E+0	38.059955E+0	38.059955E+0	82.882008E+0
124	0.000000E+0	38.062724E+0	38.062724E+0	83.010373E+0
125	0.000000E+0	38.062724E+0	38.062724E+0	83.010373E+0
126	0.000000E+0	38.062724E+0	38.062724E+0	83.010373E+0
127	0.000000E+0	38.062724E+0	38.062724E+0	83.010373E+0
128	0.000000E+0	38.065049E+0	38.065049E+0	83.686727E+0
129	0.000000E+0	38.065049E+0	38.065049E+0	83.686727E+0
130	0.000000E+0	38.065049E+0	38.065049E+0	83.686727E+0
131	0.000000E+0	38.065049E+0	38.065049E+0	83.686727E+0
132	0.000000E+0	38.066300E+0	38.066300E+0	84.591190E+0
133	0.000000E+0	38.066300E+0	38.066300E+0	84.591190E+0
134	0.000000E+0	38.066300E+0	38.066300E+0	84.591190E+0
135	0.000000E+0	38.066300E+0	38.066300E+0	84.591190E+0
136	0.000000E+0	38.071849E+0	38.071849E+0	85.217074E+0
137	0.000000E+0	38.071849E+0	38.071849E+0	85.217074E+0
138	0.000000E+0	38.071849E+0	38.071849E+0	85.217074E+0
139	0.000000E+0	38.071849E+0	38.071849E+0	85.217074E+0
140	0.000000E+0	38.029175E+0	38.029175E+0	85.571990E+0
141	0.000000E+0	38.029175E+0	38.029175E+0	85.571990E+0
142	0.000000E+0	38.029175E+0	38.029175E+0	85.571990E+0
143	0.000000E+0	38.029175E+0	38.029175E+0	85.571990E+0
144	0.000000E+0	38.071554E+0	38.071554E+0	85.359560E+0
145	0.000000E+0	38.071554E+0	38.071554E+0	85.359560E+0
146	0.000000E+0	38.071554E+0	38.071554E+0	85.359560E+0
147	0.000000E+0	38.071554E+0	38.071554E+0	85.359560E+0
148	0.000000E+0	38.068688E+0	38.068688E+0	84.714246E+0
149	0.000000E+0	38.068688E+0	38.068688E+0	84.714246E+0
150	0.000000E+0	38.068688E+0	38.068688E+0	84.714246E+0
151	0.000000E+0	38.068688E+0	38.068688E+0	84.714246E+0
152	0.000000E+0	38.057205E+0	38.057205E+0	84.102814E+0
153	0.000000E+0	38.057205E+0	38.057205E+0	84.102814E+0
154	0.000000E+0	38.057205E+0	38.057205E+0	84.102814E+0
155	0.000000E+0	38.057205E+0	38.057205E+0	84.102814E+0
156	0.000000E+0	38.055638E+0	38.055638E+0	83.668053E+0
157	0.000000E+0	38.055638E+0	38.055638E+0	83.668053E+0
158	0.000000E+0	38.055638E+0	38.055638E+0	83.668053E+0
159	0.000000E+0	38.055638E+0	38.055638E+0	83.668053E+0
160	0.000000E+0	38.051842E+0	38.051842E+0	83.245017E+0
161	0.000000E+0	38.051842E+0	38.051842E+0	83.245017E+0
162	0.000000E+0	38.051842E+0	38.051842E+0	83.245017E+0
163	0.000000E+0	38.051842E+0	38.051842E+0	83.245017E+0
164	0.000000E+0	38.059148E+0	38.059148E+0	82.798823E+0
165	0.000000E+0	38.059148E+0	38.059148E+0	82.798823E+0
166	0.000000E+0	38.059148E+0	38.059148E+0	82.798823E+0
167	0.000000E+0	38.059148E+0	38.059148E+0	82.798823E+0
168	0.000000E+0	38.062621E+0	38.062621E+0	82.994076E+0
169	0.000000E+0	38.062621E+0	38.062621E+0	82.994076E+0
170	0.000000E+0	38.062621E+0	38.062621E+0	82.994076E+0
171	0.000000E+0	38.062621E+0	38.062621E+0	82.994076E+0
172	0.000000E+0	38.059831E+0	38.059831E+0	83.405505E+0
173	0.000000E+0	38.059831E+0	38.059831E+0	83.405505E+0
174	0.000000E+0	38.059831E+0	38.059831E+0	83.405505E+0
175	0.000000E+0	38.059831E+0	38.059831E+0	83.405505E+0
176	0.000000E+0	38.061975E+0	38.061975E+0	84.825035E+0
177	0.000000E+0	38.061975E+0	38.061975E+0	84.825035E+0
178	0.000000E+0	38.061975E+0	38.061975E+0	84.825035E+0
179	0.000000E+0	38.061975E+0	38.061975E+0	84.825035E+0
180	0.000000E+0	38.063449E+0	38.063449E+0	85.253537E+0
181	0.000000E+0	38.063449E+0	38.063449E+0	85.253537E+0
182	0.000000E+0	38.063449E+0	38.063449E+0	85.253537E+0
183	0.000000E+0	38.063449E+0	38.063449E+0	85.253537E+0
184	0.000000E+0	38.063449E+0	38.063449E+0	85.253537E+0
185	0.000000E+0	38.063449E+0	38.063449E+0	85.253537E+0
186	0.000000E+0	38.063449E+0	38.063449E+0	85.253537E+0
187	0.000000E+0	38.063449E+0	38.063449E+0	85.253537E+0
188	0.000000E+0	38.063948E+0	38.063948E+0	85.002789E+0
189	0.000000E+0	38.063948E+0	38.063948E+0	85.002789E+0
190	0.000000E+0	38.063948E+0	38.063948E+0	85.002789E+0
191	0.000000E+0	38.063948E+0	38.063948E+0	85.002789E+0
192	0.000000E+0	38.061972E+0	38.061972E+0	84.492911E+0
193	0.000000E+0	38.061972E+0	38.061972E+0	84.492911E+0
194	0.000000E+0	38.061972E+0	38.061972E+0	84.492911E+0
195	0.000000E+0	38.061972E+0	38.061972E+0	84.492911E+0
196	0.000000E+0	38.063769E+0	38.063769E+0	83.669743E+0
197	0.000000E+0	38.063769E+0	38.063769E+0	83.669743E+0
198	0.000000E+0	38.063769E+0	38.063769E+0	83.669743E+0
199	0.000000E+0	38.063769E+0	38.063769E+0	83.669743E+0
200	0.000000E+0	38.057297E+0	38.057297E+0	83.412517E+0
201	0.000000E+0	38.057297E+0	38.057297E+0	83.412517E+0
202	0.000000E+0	38.057297E+0	38.057297E+0	83.412517E+0
203	0.000000E+0	38.057297E+0	38.057297E+0	83.412517E+0
204	0.000000E+0	38.057128E+0	38.057128E+0	82.996387E+0
205	0.000000E+0	38.057128E+0	38.057128E+0	82.996387E+0
206	0.000000E+0	38.057128E+0	38.057128E+0	82.996387E+0
207	0.000000E+0	38.057128E+0	38.057128E+0	82.996387E+0
208	0.000000E+0	38.061581E+0	38.061581E+0	83.074972E+0
209	0.000000E+0	38.061581E+0	38.061581E+0	83.074972E+0
210	0.000000E+0	38.061581E+0	38.061581E+0	83.074972E+0
211	0.000000E+0	38.061581E+0	38.061581E+0	83.074972E+0
212	0.000000E+0	38.065050E+0	38.065050E+0	83.453983E+0
213	0.000000E+0	38.065050E+0	38.065050E+0	83.453983E+0
214	0.000000E+0	38.065050E+0	38.065050E+0	83.453983E+0
215	0.000000E+0	38.065050E+0	38.065050E+0	83.453983E+0
216	0.000000E+0	38.063520E+0	38.063520E+0	84.226787E+0
217	0.000000E+0	38.063520E+0	38.063520E+0	84.226787E+0
218	0.000000E+0	38.063520E+0	38.063520E+0	84.226787E+0
219	0.000000E+0	38.063520E+0	38.063520E+0	84.226787E+0
220	0.000000E+0	38.064013E+0	38.064013E+0	84.876893E+0
221	0.000000E+0	38.064013E+0	38.064013E+0	84.876893E+0
222	0.000000E+0	38.064013E+0	38.064013E+0	84.876893E+0
223	0.000000E+0	38.064013E+0	38.064013E+0	84.876893E+0
224	0.000000E+0	38.067444E+0	38.067444E+0	85.668163E+0
225	0.000000E+0	38.067444E+0	38.067444E+0	85.668163E+0
226	0.000000E+0	38.067444E+0	38.067444E+0	85.668163E+0
227	0.000000E+0	38.067444E+0	38.067444E+0	85.668163E+0
228	0.000000E+0	38.069503E+0	38.069503E+0	85.356180E+0
229	0.000000E+0	38.069503E+0	38.069503E+0	85.356180E+0
230	0.000000E+0	38.069503E+0	38.069503E+0	85.356180E+0
231	0.000000E+0	38.069503E+0	38.069503E+0	85.356180E+0
232	0.000000E+0	38.057533E+0	38.057533E+0	84.638858E+0
233	0.000000E+0	38.057533E+0	38.057533E+0	84.638858E+0
234	0.000000E+0	38.057533E+0	38.057533E+0	84.638858E+0
235	0.000000E+0	38.057533E+0	38.057533E+0	84.638858E+0
236	0.000000E+0	38.057244E+0	38.057244E+0	84.241667E+0
237	0.000000E+0	38.057244E+0	38.057244E+0	84.241667E+0
238	0.000000E+0	38.057244E+0	38.057244E+0	84.241667E+0
239	0.000000E+0	38.057244E+0	38.057244E+0	84.241667E+0
240	0.000000E+0	38.057244E+0	38.057244E+0	84.241667E+0
241	0.000000E+0	38.059169E+0	38.059169E+0	83.703352E+0
242	0.000000E+0	38.059169E+0	38.059169E+0	83.703352E+0
243	0.000000E+0	38.059169E+0	38.059169E+0	83.703352E+0
244	0.000000E+0	38.059169E+0	38.059169E+0	83.703352E+0
245	0.000000E+0	38.009064E+0	38.009064E+0	82.951730E+0
246	0.000000E+0	38.009064E+0	38.009064E+0	82.951730E+0
247	0.000000E+0	38.009064E+0	38.009064E+0	82.951730E+0
248	0.000000E+0	38.055878E+0	38.055878E+0	82.803571E+0
249	0.000000E+0	38.055878E+0	38.055878E+0	82.803571E+0
250	0.000000E+0	38.055878E+0	38.055878E+0	82.803571E+0
251	0.000000E+0	38.055878E+0	38.055878E+0	82.803571E+0
252	0.000000E+0	38.060363E+0	38.060363E+0	83.092567E+0
253	0.000000E+0	38.060363E+0	38.060363E+0	83.092567E+0
254	0.000000E+0	38.060363E+0	38.060363E+0	83.092567E+0
255	0.000000E+0	38.060363E+0	38.060363E+0	83.092567E+0
256	0.000000E+0	38.058894E+0	38.058894E+0	83.635498E+0
257	0.000000E+0	38.058894E+0	38.058894E+0	83.635498E+0
258	0.000000E+0	38.058894E+0	38.058894E+0	83.635498E+0
259	0.000000E+0	38.058894E+0	38.058894E+0	83.635498E+0
260	0.000000E+0	38.066608E+0	38.066608E+0	84.666573E+0
261	0.000000E+0	38.066608E+0	38.066608E+0	84.666573E+0
262	0.000000E+0	38.066608E+0	38.066608E+0	84.666573E+0
263	0.000000E+0	38.066608E+0	38.066608E+0	84.666573E+0
264	0.000000E+0	38.072467E+0	38.072467E+0	85.057504E+0
265	0.000000E+0	38.072467E+0	38.072467E+0	85.057504E+0
266	0.000000E+0	38.072467E+0	38.072467E+0	85.057504E+0
267	0.000000E+0	38.072467E+0	38.072467E+0	85.057504E+0
268	0.000000E+0	38.070250E+0	38.070250E+0	85.067711E+0
269	0.000000E+0	38.070250E+0	38.070250E+0	85.067711E+0
270	0.000000E+0	38.070250E+0	38.070250E+0	85.067711E+0
271	0.000000E+0	38.070250E+0	38.070250E+0	85.067711E+0
272	0.000000E+0	38.060417E+0	38.060417E+0	84.905026E+0
273	0.000000E+0	38.060417E+0	38.060417E+0	84.905026E+0
274	0.000000E+0	38.060417E+0	38.060417E+0	84.905026E+0
275	0.000000E+0	38.060417E+0	38.060417E+0	84.905026E+0
276	0.000000E+0	38.057278E+0	38.057278E+0	84.281354E+0
277	0.000000E+0	38.057278E+0	38.057278E+0	84.281354E+0
278	0.000000E+0	38.057278E+0	38.057278E+0	84.281354E+0
279	0.000000E+0	38.057278E+0	38.057278E+0	84.281354E+0
280	0.000000E+0	38.057278E+0	38.057278E+0	84.281354E+0
281	0.000000E+0	38.060087E+0	38.060087E+0	83.867798E+0
282	0.000000E+0	38.060087E+0	38.060087E+0	83.867798E+0
283	0.000000E+0	38.060087E+0	38.060087E+0	83.867798E+0
284	0.000000E+0	38.060087E+0	38.060087E+0	83.867798E+0
285	0.000000E+0	38.051990E+0	38.051990E+0	83.330941E+0
286	0.000000E+0	38.051990E+0	38.051990E+0	83.330941E+0
287	0.000000E+0	38.051990E+0	38.051990E+0	83.330941E+0
288	0.000000E+0	38.051990E+0	38.051990E+0	83.330941E+0
289	0.000000E+0	38.054973E+0	38.054973E+0	82.889200E+0
290	0.000000E+0	38.054973E+0	38.054973E+0	82.889200E+0
291	0.000000E+0	38.054973E+0	38.054973E+0	82.889200E+0
292	0.000000E+0	38.064213E+0	38.064213E+0	82.952354E+0
293	0.000000E+0	38.064213E+0	38.064213E+0	82.952354E+0
294	0.000000E+0	38.064213E+0	38.064213E+0	82.952354E+0
295	0.000000E+0	38.064213E+0	38.064213E+0	82.952354E+0
296	0.000000E+0	38.062209E+0	38.062209E+0	83.637282E+0
297	0.000000E+0	38.062209E+0	38.062209E+0	83.637282E+0
298	0.000000E+0	38.062209E+0	38.062209E+0	83.637282E+0
299	0.000000E+0	38.062209E+0	38.062209E+0	83.637282E+0
300	0.000000E+0	38.070056E+0	38.070056E+0	84.294251E+0
301	0.000000E+0	38.070056E+0	38.070056E+0	84.294251E+0
302	0.000000E+0	38.070056E+0	38.070056E+0	84.294251E+0
303	0.000000E+0	38.070056E+0	38.070056E+0	84.294251E+0
304	0.000000E+0	38.074579E+0	38.074579E+0	85.113261E+0
305	0.000000E+0	38.074579E+0	38.074579E+0	85.113261E+0
306	0.000000E+0	38.074579E+0	38.074579E+0	85.113261E+0
307	0.000000E+0	38.074579E+0	38.074579E+0	85.113261E+0
308	0.000000E+0	38.069781E+0	38.069781E+0	85.727756E+0
309	0.000000E+0	38.069781E+0	38.069781E+0	85.727756E+0
310	0.000000E+0	38.069781E+0	38.069781E+0	85.727756E+0
311	0.000000E+0	38.069781E+0	38.069781E+0	85.727756E+0
312	0.000000E+0	38.069781E+0	38.069781E+0	85.727756E+0
313	0.000000E+0	38.077943E+0	38.077943E+0	85.504678E+0
314	0.000000E+0	38.077943E+0	38.077943E+0	85.504678E+0
315	0.000000E+0	38.077943E+0	38.077943E+0	85.504678E+0
316	0.000000E+0	38.077943E+0	38.077943E+0	85.504678E+0
317	0.000000E+0	38.061416E+0	38.061416E+0	84.769359E+0
318	0.000000E+0	38.061416E+0	38.061416E+0	84.769359E+0
319	0.000000E+0	38.061416E+0	38.061416E+0	84.769359E+0
320	0.000000E+0	38.061416E+0	38.061416E+0	84.769359E+0
321	0.000000E+0	38.058044E+0	38.058044E+0	84.104590E+0
322	0.000000E+0	38.058044E+0	38.058044E+0	84.104590E+0
323	0.000000E+0	38.058044E+0	38.058044E+0	84.104590E+0
324	0.000000E+0	38.058044E+0	38.058044E+0	84.104590E+0
325	0.000000E+0	38.053032E+0	38.053032E+0	83.734936E+0
326	0.000000E+0	38.053032E+0	38.053032E+0	83.734936E+0
327	0.000000E+0	38.053032E+0	38.053032E+0	83.734936E+0
328	0.000000E+0	38.053032E+0	38.053032E+0	83.734936E+0
329	0.000000E+0	38.059950E+0	38.059950E+0	83.353795E+0
330	0.000000E+0	38.059950E+0	38.059950E+0	83.353795E+0
331	0.000000E+0	38.059950E+0	38.059950E+0	83.353795E+0
332	0.000000E+0	38.059950E+0	38.059950E+0	83.353795E+0
333	0.000000E+0	38.057207E+0	38.057207E+0	82.787210E+0
334	0.000000E+0	38.057207E+0	38.057207E+0	82.787210E+0
335	0.000000E+0	38.057207E+0	38.057207E+0	82.787210E+0
336	0.000000E+0	38.057207E+0	38.057207E+0	82.787210E+0
337	0.000000E+0	38.061537E+0	38.061537E+0	83.012126E+0
338	0.000000E+0	38.061537E+0	38.061537E+0	83.012126E+0
339	0.000000E+0	38.061537E+0	38.061537E+0	83.012126E+0
340	0.000000E+0	38.061537E+0	38.061537E+0	83.012126E+0
341	0.000000E+0	38.070173E+0	38.070173E+0	83.706232E+0
342	0.000000E+0	38.070173E+0	38.070173E+0	83.706232E+0
343	0.000000E+0	38.070173E+0	38.070173E+0	83.706232E+0
344	0.000000E+0	38.070732E+0	38.070732E+0	84.598067E+0
345	0.000000E+0	38.070732E+0	38.070732E+0	84.598067E+0
346	0.000000E+0	38.070732E+0	38.070732E+0	84.598067E+0
347	0.000000E+0	38.070732E+0	38.070732E+0	84.598067E+0
348	0.000000E+0	38.070732E+0	38.070732E+0	84.598067E+0
349	0.000000E+0	38.067965E+0	38.067965E+0	85.304458E+0
350	0.000000E+0	38.067965E+0	38.067965E+0	85.304458E+0
351	0.000000E+0	38.067965E+0	38.067965E+0	85.304458E+0
352	0.000000E+0	38.067965E+0	38.067965E+0	85.304458E+0
353	0.000000E+0	38.067613E+0	38.067613E+0	85.102657E+0
354	0.000000E+0	38.067613E+0	38.067613E+0	85.102657E+0
355	0.000000E+0	38.067613E+0	38.067613E+0	85.102657E+0
356	0.000000E+0	38.067613E+0	38.067613E+0	85.102657E+0
357	0.000000E+0	38.065680E+0	38.065680E+0	85.221318E+0
358	0.000000E+0	38.065680E+0	38.065680E+0	85.221318E+0
359	0.000000E+0	38.065680E+0	38.065680E+0	85.221318E+0
360	0.000000E+0	38.065680E+0	38.065680E+0	85.221318E+0
361	0.000000E+0	38.061867E+0	38.061867E+0	84.324046E+0
362	0.000000E+0	38.061867E+0	38.061867E+0	84.324046E+0
363	0.000000E+0	38.061867E+0	38.061867E+0	84.324046E+0
364	0.000000E+0	38.061867E+0	38.061867E+0	84.324046E+0
365	0.000000E+0	38.057893E+0	38.057893E+0	83.558971E+0
366	0.000000E+0	38.057893E+0	38.057893E+0	83.558971E+0
367	0.000000E+0	38.057893E+0	38.057893E+0	83.558971E+0
368	0.000000E+0	38.057893E+0	38.057893E+0	83.558971E+0
369	0.000000E+0	38.062198E+0	38.062198E+0	83.476932E+0
370	0.000000E+0	38.062198E+0	38.062198E+0	83.476932E+0
371	0.000000E+0	38.062198E+0	38.062198E+0	83.476932E+0
372	0.000000E+0	38.062198E+0	38.062198E+0	83.476932E+0
373	0.000000E+0	38.057092E+0	38.057092E+0	82.917670E+0
374	0.000000E+0	38.057092E+0	38.057092E+0	82.917670E+0
375	0.000000E+0	38.057092E+0	38.057092E+0	82.917670E+0
376	0.000000E+0	38.057092E+0	38.057092E+0	82.917670E+0
377	0.000000E+0	38.040101E+0	38.040101E+0	82.947191E+0
378	0.000000E+0	38.040101E+0	38.040101E+0	82.947191E+0
379	0.000000E+0	38.040101E+0	38.040101E+0	82.947191E+0
380	0.000000E+0	38.040101E+0	38.040101E+0	82.947191E+0
381	0.000000E+0	38.065272E+0	38.065272E+0	83.361660E+0
382	0.000000E+0	38.065272E+0	38.065272E+0	83.361660E+0
383	0.000000E+0	38.065272E+0	38.065272E+0	83.361660E+0
384	0.000000E+0	38.065272E+0	38.065272E+0	83.361660E+0
385	0.000000E+0	38.064159E+0	38.064159E+0	84.493401E+0
386	0.000000E+0	38.064159E+0	38.064159E+0	84.493401E+0
387	0.000000E+0	38.064159E+0	38.064159E+0	84.493401E+0
388	0.000000E+0	38.064159E+0	38.064159E+0	84.493401E+0
389	0.000000E+0	38.072417E+0	38.072417E+0	85.433861E+0
390	0.000000E+0	38.072417E+0	38.072417E+0	85.433861E+0
391	0.000000E+0	38.072417E+0	38.072417E+0	85.433861E+0
392	0.000000E+0	38.072417E+0	38.072417E+0	85.433861E+0
393	0.000000E+0	38.061155E+0	38.061155E+0	85.350042E+0
394	0.000000E+0	38.061155E+0	38.061155E+0	85.350042E+0
395	0.000000E+0	38.061155E+0	38.061155E+0	85.350042E+0
396	0.000000E+0	38.061155E+0	38.061155E+0	85.350042E+0
397	0.000000E+0	38.065784E+0	38.065784E+0	85.311768E+0
398	0.000000E+0	38.065784E+0	38.065784E+0	85.311768E+0
399	0.000000E+0	38.065784E+0	38.065784E+0	85.311768E+0
400	0.000000E+0	38.065784E+0	38.065784E+0	85.311768E+0
