lundi 9 mars 2020	16:50:51	Sampling Period : 50  ms		B&B alpha1
60	40.000000E+0	3.295769E+0	3.295769E+0	87.482204E+0
61	40.000000E+0	3.295769E+0	3.295769E+0	87.482204E+0
62	40.000000E+0	3.295769E+0	3.295769E+0	87.482204E+0
63	40.000000E+0	3.295769E+0	3.295769E+0	87.482204E+0
64	40.000000E+0	33.034772E-3	33.034772E-3	77.880074E+0
65	40.000000E+0	33.034772E-3	33.034772E-3	77.880074E+0
66	40.000000E+0	33.034772E-3	33.034772E-3	77.880074E+0
67	40.000000E+0	33.034772E-3	33.034772E-3	77.880074E+0
68	40.000000E+0	-3.393706E+0	-3.393706E+0	76.904018E+0
69	40.000000E+0	-3.393706E+0	-3.393706E+0	76.904018E+0
70	40.000000E+0	-3.393706E+0	-3.393706E+0	76.904018E+0
71	40.000000E+0	-3.393706E+0	-3.393706E+0	76.904018E+0
72	40.000000E+0	-6.930050E+0	-6.930050E+0	76.828881E+0
73	36.781986E+0	-6.930050E+0	-6.930050E+0	76.828881E+0
74	36.856859E+0	-6.930050E+0	-6.930050E+0	76.828881E+0
75	36.931782E+0	-6.930050E+0	-6.930050E+0	76.828881E+0
76	37.006632E+0	-10.455758E+0	-10.455758E+0	79.840234E+0
77	31.001072E+0	-10.455758E+0	-10.455758E+0	79.840234E+0
78	31.055758E+0	-10.455758E+0	-10.455758E+0	79.840234E+0
79	31.110438E+0	-14.024040E+0	-14.024040E+0	79.518942E+0
80	25.011253E+0	-14.024040E+0	-14.024040E+0	79.518942E+0
81	25.045493E+0	-14.024040E+0	-14.024040E+0	79.518942E+0
82	25.079733E+0	-14.024040E+0	-14.024040E+0	79.518942E+0
83	25.113974E+0	-14.024040E+0	-14.024040E+0	79.518942E+0
84	25.148211E+0	-17.636347E+0	-17.636347E+0	80.968623E+0
85	18.952656E+0	-17.636347E+0	-17.636347E+0	80.968623E+0
86	18.966199E+0	-17.636347E+0	-17.636347E+0	80.968623E+0
87	18.979744E+0	-17.636347E+0	-17.636347E+0	80.968623E+0
88	18.993285E+0	-20.391983E+0	-20.391983E+0	88.749584E+0
89	14.254449E+0	-20.391983E+0	-20.391983E+0	88.749584E+0
90	14.252203E+0	-20.391983E+0	-20.391983E+0	88.749584E+0
91	14.249958E+0	-20.391983E+0	-20.391983E+0	88.749584E+0
92	14.247712E+0	-23.084586E+0	-23.084586E+0	87.502287E+0
93	9.601795E+0	-23.084586E+0	-23.084586E+0	87.502287E+0
94	9.584122E+0	-23.084586E+0	-23.084586E+0	87.502287E+0
95	9.566447E+0	-23.084586E+0	-23.084586E+0	87.502287E+0
96	9.548775E+0	-25.527170E+0	-25.527170E+0	85.295068E+0
97	5.318613E+0	-25.527170E+0	-25.527170E+0	85.295068E+0
98	5.286942E+0	-25.527170E+0	-25.527170E+0	85.295068E+0
99	5.255279E+0	-25.527170E+0	-25.527170E+0	85.295068E+0
100	5.223609E+0	-27.926756E+0	-27.926756E+0	81.901394E+0
101	1.053607E+0	-27.926756E+0	-27.926756E+0	81.901394E+0
102	1.008190E+0	-27.926756E+0	-27.926756E+0	81.901394E+0
103	962.774664E-3	-27.926756E+0	-27.926756E+0	81.901394E+0
104	917.358606E-3	-29.983973E+0	-29.983973E+0	81.184172E+0
105	-2.675944E+0	-29.983973E+0	-29.983973E+0	81.184172E+0
106	-2.733148E+0	-29.983973E+0	-29.983973E+0	81.184172E+0
107	-2.790353E+0	-29.983973E+0	-29.983973E+0	81.184172E+0
108	-2.847557E+0	-31.602695E+0	-31.602695E+0	77.414261E+0
109	-5.696415E+0	-31.602695E+0	-31.602695E+0	77.414261E+0
110	-5.762888E+0	-31.602695E+0	-31.602695E+0	77.414261E+0
111	-5.829365E+0	-31.602695E+0	-31.602695E+0	77.414261E+0
112	-5.895848E+0	-32.269640E+0	-32.269640E+0	74.747837E+0
113	-7.112541E+0	-32.269640E+0	-32.269640E+0	74.747837E+0
114	-7.182840E+0	-32.269640E+0	-32.269640E+0	74.747837E+0
115	-7.253138E+0	-32.269640E+0	-32.269640E+0	74.747837E+0
116	-7.323442E+0	-31.382307E+0	-31.382307E+0	80.842924E+0
117	-5.863447E+0	-31.382307E+0	-31.382307E+0	80.842924E+0
118	-5.928663E+0	-31.382307E+0	-31.382307E+0	80.842924E+0
119	-5.993876E+0	-31.382307E+0	-31.382307E+0	80.842924E+0
120	-6.059089E+0	-29.638317E+0	-29.638317E+0	81.403541E+0
121	-3.116615E+0	-29.638317E+0	-29.638317E+0	81.403541E+0
122	-3.171846E+0	-29.638317E+0	-29.638317E+0	81.403541E+0
123	-3.227064E+0	-29.638317E+0	-29.638317E+0	81.403541E+0
124	-3.282289E+0	-27.594258E+0	-27.594258E+0	81.153652E+0
125	187.680276E-3	-27.594258E+0	-27.594258E+0	81.153652E+0
126	144.168385E-3	-27.594258E+0	-27.594258E+0	81.153652E+0
127	100.654754E-3	-27.594258E+0	-27.594258E+0	81.153652E+0
128	57.141993E-3	-25.219377E+0	-25.219377E+0	81.741816E+0
129	4.109358E+0	-25.219377E+0	-25.219377E+0	81.741816E+0
130	4.079453E+0	-25.219377E+0	-25.219377E+0	81.741816E+0
131	4.049548E+0	-25.219377E+0	-25.219377E+0	81.741816E+0
132	4.019644E+0	-22.927009E+0	-22.927009E+0	78.063764E+0
133	7.943163E+0	-22.927009E+0	-22.927009E+0	78.063764E+0
134	7.926392E+0	-22.927009E+0	-22.927009E+0	78.063764E+0
135	7.909620E+0	-22.927009E+0	-22.927009E+0	78.063764E+0
136	7.892851E+0	-20.961359E+0	-20.961359E+0	81.223958E+0
137	11.266046E+0	-20.961359E+0	-20.961359E+0	81.223958E+0
138	11.260538E+0	-20.961359E+0	-20.961359E+0	81.223958E+0
139	11.255030E+0	-20.961359E+0	-20.961359E+0	81.223958E+0
140	11.249522E+0	-19.301368E+0	-19.301368E+0	80.270998E+0
141	14.106840E+0	-19.301368E+0	-19.301368E+0	80.270998E+0
142	14.110843E+0	-19.301368E+0	-19.301368E+0	80.270998E+0
143	14.114846E+0	-19.301368E+0	-19.301368E+0	80.270998E+0
144	14.118848E+0	-18.571423E+0	-18.571423E+0	79.638406E+0
145	15.381717E+0	-18.571423E+0	-18.571423E+0	79.638406E+0
146	15.389902E+0	-18.571423E+0	-18.571423E+0	79.638406E+0
147	15.398088E+0	-18.571423E+0	-18.571423E+0	79.638406E+0
148	15.406273E+0	-19.256219E+0	-19.256219E+0	78.977224E+0
149	14.233457E+0	-19.256219E+0	-19.256219E+0	78.977224E+0
150	14.237718E+0	-19.256219E+0	-19.256219E+0	78.977224E+0
151	14.241979E+0	-19.256219E+0	-19.256219E+0	78.977224E+0
152	14.246241E+0	-20.424015E+0	-20.424015E+0	79.734288E+0
153	12.236518E+0	-20.424015E+0	-20.424015E+0	79.734288E+0
154	12.234089E+0	-20.424015E+0	-20.424015E+0	79.734288E+0
155	12.231660E+0	-20.424015E+0	-20.424015E+0	79.734288E+0
156	12.229230E+0	-21.867271E+0	-21.867271E+0	78.901663E+0
157	9.737758E+0	-21.867271E+0	-21.867271E+0	78.901663E+0
158	9.727059E+0	-21.867271E+0	-21.867271E+0	78.901663E+0
159	9.716361E+0	-21.867271E+0	-21.867271E+0	78.901663E+0
160	9.705662E+0	-23.057725E+0	-23.057725E+0	81.850359E+0
161	7.641902E+0	-23.057725E+0	-23.057725E+0	81.850359E+0
162	7.624383E+0	-23.057725E+0	-23.057725E+0	81.850359E+0
163	7.606864E+0	-23.057725E+0	-23.057725E+0	81.850359E+0
164	7.589343E+0	-24.801282E+0	-24.801282E+0	81.460019E+0
165	4.564882E+0	-24.801282E+0	-24.801282E+0	81.460019E+0
166	4.537373E+0	-24.801282E+0	-24.801282E+0	81.460019E+0
167	4.509861E+0	-24.801282E+0	-24.801282E+0	81.460019E+0
168	4.482354E+0	-26.712327E+0	-26.712327E+0	78.604240E+0
169	1.159049E+0	-26.712327E+0	-26.712327E+0	78.604240E+0
170	1.120591E+0	-26.712327E+0	-26.712327E+0	78.604240E+0
171	1.082132E+0	-26.712327E+0	-26.712327E+0	78.604240E+0
172	1.043673E+0	-28.051620E+0	-28.051620E+0	80.070986E+0
173	-1.304534E+0	-28.051620E+0	-28.051620E+0	80.070986E+0
174	-1.350666E+0	-28.051620E+0	-28.051620E+0	80.070986E+0
175	-1.396803E+0	-28.051620E+0	-28.051620E+0	80.070986E+0
176	-1.442932E+0	-29.562185E+0	-29.562185E+0	79.806354E+0
177	-4.094189E+0	-29.562185E+0	-29.562185E+0	79.806354E+0
178	-4.148977E+0	-29.562185E+0	-29.562185E+0	79.806354E+0
179	-4.203763E+0	-29.562185E+0	-29.562185E+0	79.806354E+0
180	-4.258549E+0	-30.420371E+0	-30.420371E+0	81.593500E+0
181	-5.793371E+0	-30.420371E+0	-30.420371E+0	81.593500E+0
182	-5.853072E+0	-30.420371E+0	-30.420371E+0	81.593500E+0
183	-5.912776E+0	-30.420371E+0	-30.420371E+0	81.593500E+0
184	-5.972482E+0	-30.846258E+0	-30.846258E+0	83.855734E+0
185	-6.766671E+0	-30.846258E+0	-30.846258E+0	83.855734E+0
186	-6.828822E+0	-30.846258E+0	-30.846258E+0	83.855734E+0
187	-6.890959E+0	-30.846258E+0	-30.846258E+0	83.855734E+0
188	-6.953108E+0	-30.307234E+0	-30.307234E+0	82.958943E+0
189	-6.085647E+0	-30.307234E+0	-30.307234E+0	82.958943E+0
190	-6.144705E+0	-30.307234E+0	-30.307234E+0	82.958943E+0
191	-6.203760E+0	-30.307234E+0	-30.307234E+0	82.958943E+0
192	-6.262813E+0	-29.023205E+0	-29.023205E+0	82.532791E+0
193	-4.107428E+0	-29.023205E+0	-29.023205E+0	82.532791E+0
194	-4.159129E+0	-29.023205E+0	-29.023205E+0	82.532791E+0
195	-4.210828E+0	-29.023205E+0	-29.023205E+0	82.532791E+0
196	-4.262528E+0	-27.393993E+0	-27.393993E+0	81.024138E+0
197	-1.504488E+0	-27.393993E+0	-27.393993E+0	81.024138E+0
198	-1.546850E+0	-27.393993E+0	-27.393993E+0	81.024138E+0
199	-1.589213E+0	-27.393993E+0	-27.393993E+0	81.024138E+0
200	-1.631577E+0	-25.250562E+0	-25.250562E+0	84.004999E+0
