lundi 9 mars 2020	16:54:25	Sampling Period : 50  ms		B&B alpha1
60	40.000000E+0	6.248503E+0	6.248503E+0	85.091865E+0
61	40.000000E+0	2.686640E+0	2.686640E+0	91.414046E+0
62	40.000000E+0	2.686640E+0	2.686640E+0	91.414046E+0
63	40.000000E+0	2.686640E+0	2.686640E+0	91.414046E+0
64	40.000000E+0	2.686640E+0	2.686640E+0	91.414046E+0
65	40.000000E+0	2.686640E+0	2.686640E+0	91.414046E+0
66	40.000000E+0	-703.875877E-3	-703.875877E-3	93.582965E+0
67	40.000000E+0	-703.875877E-3	-703.875877E-3	93.582965E+0
68	40.000000E+0	-703.875877E-3	-703.875877E-3	93.582965E+0
69	40.000000E+0	-3.960455E+0	-3.960455E+0	91.705330E+0
70	40.000000E+0	-3.960455E+0	-3.960455E+0	91.705330E+0
71	40.000000E+0	-3.960455E+0	-3.960455E+0	91.705330E+0
72	40.000000E+0	-3.960455E+0	-3.960455E+0	91.705330E+0
73	40.000000E+0	-3.960455E+0	-3.960455E+0	91.705330E+0
74	40.000000E+0	-7.153592E+0	-7.153592E+0	81.312995E+0
75	40.000000E+0	-7.153592E+0	-7.153592E+0	81.312995E+0
76	40.000000E+0	-7.153592E+0	-7.153592E+0	81.312995E+0
77	40.000000E+0	-10.741563E+0	-10.741563E+0	77.833557E+0
78	40.000000E+0	-10.741563E+0	-10.741563E+0	77.833557E+0
79	40.000000E+0	-10.741563E+0	-10.741563E+0	77.833557E+0
80	40.000000E+0	-10.741563E+0	-10.741563E+0	77.833557E+0
81	40.000000E+0	-10.741563E+0	-10.741563E+0	77.833557E+0
82	40.000000E+0	-14.167023E+0	-14.167023E+0	75.336852E+0
83	40.000000E+0	-14.167023E+0	-14.167023E+0	75.336852E+0
84	40.000000E+0	-14.167023E+0	-14.167023E+0	75.336852E+0
85	40.000000E+0	-16.981956E+0	-16.981956E+0	71.920744E+0
86	40.000000E+0	-16.981956E+0	-16.981956E+0	71.920744E+0
87	40.000000E+0	-16.981956E+0	-16.981956E+0	71.920744E+0
88	40.000000E+0	-16.981956E+0	-16.981956E+0	71.920744E+0
89	40.000000E+0	-16.981956E+0	-16.981956E+0	71.920744E+0
90	40.000000E+0	-19.890201E+0	-19.890201E+0	75.529390E+0
91	16.599741E+0	-19.890201E+0	-19.890201E+0	75.529390E+0
92	16.600370E+0	-19.890201E+0	-19.890201E+0	75.529390E+0
93	16.600999E+0	-19.890201E+0	-19.890201E+0	75.529390E+0
94	16.601628E+0	-23.277211E+0	-23.277211E+0	78.206181E+0
95	-22.229427E+0	-23.277211E+0	-23.277211E+0	78.206181E+0
96	-22.229427E+0	-23.277211E+0	-23.277211E+0	78.206181E+0
97	-22.266981E+0	-23.277211E+0	-23.277211E+0	78.206181E+0
98	-22.285758E+0	-27.705024E+0	-27.705024E+0	77.428326E+0
99	-22.285758E+0	-27.705024E+0	-27.705024E+0	77.428326E+0
100	-40.000000E+0	-27.705024E+0	-27.705024E+0	77.428326E+0
101	-40.000000E+0	-27.705024E+0	-27.705024E+0	77.428326E+0
102	-40.000000E+0	-31.655055E+0	-31.655055E+0	83.718637E+0
103	-40.000000E+0	-31.655055E+0	-31.655055E+0	83.718637E+0
104	-40.000000E+0	-31.655055E+0	-31.655055E+0	83.718637E+0
105	-40.000000E+0	-31.655055E+0	-31.655055E+0	83.718637E+0
106	-40.000000E+0	-32.740433E+0	-32.740433E+0	98.478568E+0
107	-40.000000E+0	-32.740433E+0	-32.740433E+0	98.478568E+0
108	-40.000000E+0	-32.740433E+0	-32.740433E+0	98.478568E+0
109	-40.000000E+0	-30.109368E+0	-30.109368E+0	93.729215E+0
110	-40.000000E+0	-30.109368E+0	-30.109368E+0	93.729215E+0
111	-40.000000E+0	-30.109368E+0	-30.109368E+0	93.729215E+0
112	-40.000000E+0	-30.109368E+0	-30.109368E+0	93.729215E+0
113	-40.000000E+0	-30.109368E+0	-30.109368E+0	93.729215E+0
114	-40.000000E+0	-25.941183E+0	-25.941183E+0	82.954001E+0
115	-40.000000E+0	-25.941183E+0	-25.941183E+0	82.954001E+0
116	-40.000000E+0	-25.941183E+0	-25.941183E+0	82.954001E+0
117	-40.000000E+0	-25.941183E+0	-25.941183E+0	82.954001E+0
118	-40.000000E+0	-21.278069E+0	-21.278069E+0	79.633534E+0
119	-473.066378E-3	-21.278069E+0	-21.278069E+0	79.633534E+0
120	-480.389319E-3	-21.278069E+0	-21.278069E+0	79.633534E+0
121	-487.711966E-3	-21.278069E+0	-21.278069E+0	79.633534E+0
122	-495.034761E-3	-16.595376E+0	-16.595376E+0	72.569005E+0
123	-495.034761E-3	-16.595376E+0	-16.595376E+0	72.569005E+0
124	40.000000E+0	-16.595376E+0	-16.595376E+0	72.569005E+0
125	40.000000E+0	-16.595376E+0	-16.595376E+0	72.569005E+0
126	40.000000E+0	-12.589719E+0	-12.589719E+0	71.215546E+0
127	40.000000E+0	-12.589719E+0	-12.589719E+0	71.215546E+0
128	40.000000E+0	-12.589719E+0	-12.589719E+0	71.215546E+0
129	40.000000E+0	-12.589719E+0	-12.589719E+0	71.215546E+0
130	40.000000E+0	-10.667539E+0	-10.667539E+0	76.261771E+0
131	40.000000E+0	-10.667539E+0	-10.667539E+0	76.261771E+0
132	40.000000E+0	-10.667539E+0	-10.667539E+0	76.261771E+0
133	40.000000E+0	-10.667539E+0	-10.667539E+0	76.261771E+0
134	40.000000E+0	-11.576630E+0	-11.576630E+0	86.469261E+0
135	40.000000E+0	-11.576630E+0	-11.576630E+0	86.469261E+0
136	40.000000E+0	-11.576630E+0	-11.576630E+0	86.469261E+0
137	40.000000E+0	-11.576630E+0	-11.576630E+0	86.469261E+0
138	40.000000E+0	-14.640383E+0	-14.640383E+0	82.970036E+0
139	40.000000E+0	-14.640383E+0	-14.640383E+0	82.970036E+0
140	40.000000E+0	-14.640383E+0	-14.640383E+0	82.970036E+0
141	40.000000E+0	-14.640383E+0	-14.640383E+0	82.970036E+0
142	40.000000E+0	-17.806050E+0	-17.806050E+0	73.059924E+0
143	40.000000E+0	-17.806050E+0	-17.806050E+0	73.059924E+0
144	40.000000E+0	-17.806050E+0	-17.806050E+0	73.059924E+0
145	40.000000E+0	-17.806050E+0	-17.806050E+0	73.059924E+0
146	40.000000E+0	-20.978963E+0	-20.978963E+0	77.073083E+0
147	3.754767E+0	-20.978963E+0	-20.978963E+0	77.073083E+0
148	3.754767E+0	-20.978963E+0	-20.978963E+0	77.073083E+0
149	3.743549E+0	-20.978963E+0	-20.978963E+0	77.073083E+0
150	3.737940E+0	-24.262434E+0	-24.262434E+0	85.787793E+0
151	-33.912289E+0	-24.262434E+0	-24.262434E+0	85.787793E+0
152	-33.936711E+0	-24.262434E+0	-24.262434E+0	85.787793E+0
153	-33.961133E+0	-24.262434E+0	-24.262434E+0	85.787793E+0
154	-33.985556E+0	-27.358022E+0	-27.358022E+0	84.025381E+0
155	-34.009977E+0	-27.358022E+0	-27.358022E+0	84.025381E+0
156	-40.000000E+0	-27.358022E+0	-27.358022E+0	84.025381E+0
157	-40.000000E+0	-27.358022E+0	-27.358022E+0	84.025381E+0
158	-40.000000E+0	-30.621444E+0	-30.621444E+0	71.177546E+0
159	-40.000000E+0	-30.621444E+0	-30.621444E+0	71.177546E+0
160	-40.000000E+0	-30.621444E+0	-30.621444E+0	71.177546E+0
161	-40.000000E+0	-30.621444E+0	-30.621444E+0	71.177546E+0
162	-40.000000E+0	-30.630931E+0	-30.630931E+0	72.595402E+0
163	-40.000000E+0	-30.630931E+0	-30.630931E+0	72.595402E+0
164	-40.000000E+0	-30.630931E+0	-30.630931E+0	72.595402E+0
165	-40.000000E+0	-30.630931E+0	-30.630931E+0	72.595402E+0
166	-40.000000E+0	-31.207903E+0	-31.207903E+0	79.673077E+0
167	-40.000000E+0	-31.207903E+0	-31.207903E+0	79.673077E+0
168	-40.000000E+0	-31.207903E+0	-31.207903E+0	79.673077E+0
169	-40.000000E+0	-31.207903E+0	-31.207903E+0	79.673077E+0
170	-40.000000E+0	-31.267602E+0	-31.267602E+0	92.237458E+0
171	-40.000000E+0	-31.267602E+0	-31.267602E+0	92.237458E+0
172	-40.000000E+0	-31.267602E+0	-31.267602E+0	92.237458E+0
173	-40.000000E+0	-31.267602E+0	-31.267602E+0	92.237458E+0
174	-40.000000E+0	-31.351730E+0	-31.351730E+0	90.831169E+0
175	-40.000000E+0	-31.351730E+0	-31.351730E+0	90.831169E+0
176	-40.000000E+0	-31.351730E+0	-31.351730E+0	90.831169E+0
177	-40.000000E+0	-31.351730E+0	-31.351730E+0	90.831169E+0
178	-40.000000E+0	-31.381289E+0	-31.381289E+0	88.862233E+0
179	-40.000000E+0	-31.381289E+0	-31.381289E+0	88.862233E+0
180	-40.000000E+0	-31.381289E+0	-31.381289E+0	88.862233E+0
181	-40.000000E+0	-31.381289E+0	-31.381289E+0	88.862233E+0
182	-40.000000E+0	-31.391616E+0	-31.391616E+0	86.661716E+0
183	-40.000000E+0	-31.391616E+0	-31.391616E+0	86.661716E+0
184	-40.000000E+0	-31.391616E+0	-31.391616E+0	86.661716E+0
185	-40.000000E+0	-31.391616E+0	-31.391616E+0	86.661716E+0
186	-40.000000E+0	-31.437857E+0	-31.437857E+0	85.903179E+0
187	-40.000000E+0	-31.437857E+0	-31.437857E+0	85.903179E+0
188	-40.000000E+0	-31.437857E+0	-31.437857E+0	85.903179E+0
189	-40.000000E+0	-31.437857E+0	-31.437857E+0	85.903179E+0
190	-40.000000E+0	-31.412499E+0	-31.412499E+0	83.483176E+0
191	-40.000000E+0	-31.412499E+0	-31.412499E+0	83.483176E+0
192	-40.000000E+0	-31.412499E+0	-31.412499E+0	83.483176E+0
193	-40.000000E+0	-31.412499E+0	-31.412499E+0	83.483176E+0
194	-40.000000E+0	-31.429455E+0	-31.429455E+0	81.998739E+0
195	-40.000000E+0	-31.429455E+0	-31.429455E+0	81.998739E+0
196	-40.000000E+0	-31.429455E+0	-31.429455E+0	81.998739E+0
197	-40.000000E+0	-31.429455E+0	-31.429455E+0	81.998739E+0
198	-40.000000E+0	-31.395471E+0	-31.395471E+0	79.003764E+0
199	-40.000000E+0	-31.395471E+0	-31.395471E+0	79.003764E+0
200	-40.000000E+0	-31.395471E+0	-31.395471E+0	79.003764E+0
