jeudi 27 février 2020	16:29:43	Sampling Period : 50  ms		OL alpha1
60	29.000000E+0	19.860191E+0	19.860191E+0	91.142128E+0
61	29.000000E+0	16.285313E+0	16.285313E+0	89.449091E+0
62	27.000000E+0	16.285313E+0	16.285313E+0	89.449091E+0
63	27.000000E+0	16.285313E+0	16.285313E+0	89.449091E+0
64	27.000000E+0	16.285313E+0	16.285313E+0	89.449091E+0
65	23.000000E+0	12.699320E+0	12.699320E+0	86.921996E+0
66	20.000000E+0	12.699320E+0	12.699320E+0	86.921996E+0
67	20.000000E+0	12.699320E+0	12.699320E+0	86.921996E+0
68	17.000000E+0	12.699320E+0	12.699320E+0	86.921996E+0
69	17.000000E+0	9.744906E+0	9.744906E+0	76.702371E+0
70	13.000000E+0	9.744906E+0	9.744906E+0	76.702371E+0
71	13.000000E+0	9.744906E+0	9.744906E+0	76.702371E+0
72	13.000000E+0	9.744906E+0	9.744906E+0	76.702371E+0
73	9.000000E+0	7.036694E+0	7.036694E+0	76.588405E+0
74	5.000000E+0	7.036694E+0	7.036694E+0	76.588405E+0
75	5.000000E+0	7.036694E+0	7.036694E+0	76.588405E+0
76	1.000000E+0	7.036694E+0	7.036694E+0	76.588405E+0
77	1.000000E+0	4.645080E+0	4.645080E+0	75.654599E+0
78	1.000000E+0	4.645080E+0	4.645080E+0	75.654599E+0
79	-2.000000E+0	4.645080E+0	4.645080E+0	75.654599E+0
80	-6.000000E+0	4.645080E+0	4.645080E+0	75.654599E+0
81	-6.000000E+0	2.784148E+0	2.784148E+0	78.396777E+0
82	-6.000000E+0	2.784148E+0	2.784148E+0	78.396777E+0
83	-10.000000E+0	2.784148E+0	2.784148E+0	78.396777E+0
84	-14.000000E+0	2.784148E+0	2.784148E+0	78.396777E+0
85	-14.000000E+0	1.671767E+0	1.671767E+0	78.971197E+0
86	-17.000000E+0	1.671767E+0	1.671767E+0	78.971197E+0
87	-17.000000E+0	1.671767E+0	1.671767E+0	78.971197E+0
88	-21.000000E+0	1.671767E+0	1.671767E+0	78.971197E+0
89	-21.000000E+0	1.671767E+0	1.671767E+0	78.971197E+0
90	-24.000000E+0	1.732990E+0	1.732990E+0	80.469158E+0
91	-24.000000E+0	1.732990E+0	1.732990E+0	80.469158E+0
92	-27.000000E+0	1.732990E+0	1.732990E+0	80.469158E+0
93	-27.000000E+0	1.732990E+0	1.732990E+0	80.469158E+0
94	-27.000000E+0	3.172317E+0	3.172317E+0	78.535975E+0
95	-30.000000E+0	3.172317E+0	3.172317E+0	78.535975E+0
96	-32.000000E+0	3.172317E+0	3.172317E+0	78.535975E+0
97	-32.000000E+0	5.802791E+0	5.802791E+0	78.059775E+0
98	-34.000000E+0	5.802791E+0	5.802791E+0	78.059775E+0
99	-34.000000E+0	5.802791E+0	5.802791E+0	78.059775E+0
100	-36.000000E+0	5.802791E+0	5.802791E+0	78.059775E+0
101	-36.000000E+0	5.802791E+0	5.802791E+0	78.059775E+0
102	-38.000000E+0	9.225885E+0	9.225885E+0	80.725515E+0
103	-38.000000E+0	9.225885E+0	9.225885E+0	80.725515E+0
104	-38.000000E+0	9.225885E+0	9.225885E+0	80.725515E+0
105	-39.000000E+0	12.993079E+0	12.993079E+0	78.909141E+0
106	-39.000000E+0	12.993079E+0	12.993079E+0	78.909141E+0
107	-39.000000E+0	12.993079E+0	12.993079E+0	78.909141E+0
108	-39.000000E+0	12.993079E+0	12.993079E+0	78.909141E+0
109	-39.000000E+0	12.993079E+0	12.993079E+0	78.909141E+0
110	-39.000000E+0	16.696763E+0	16.696763E+0	77.780906E+0
111	-39.000000E+0	16.696763E+0	16.696763E+0	77.780906E+0
112	-39.000000E+0	16.696763E+0	16.696763E+0	77.780906E+0
113	-39.000000E+0	20.365743E+0	20.365743E+0	75.159326E+0
114	-38.000000E+0	20.365743E+0	20.365743E+0	75.159326E+0
115	-38.000000E+0	20.365743E+0	20.365743E+0	75.159326E+0
116	-38.000000E+0	20.365743E+0	20.365743E+0	75.159326E+0
117	-37.000000E+0	20.365743E+0	20.365743E+0	75.159326E+0
118	-35.000000E+0	23.744671E+0	23.744671E+0	79.205408E+0
119	-35.000000E+0	23.744671E+0	23.744671E+0	79.205408E+0
120	-35.000000E+0	23.744671E+0	23.744671E+0	79.205408E+0
121	-33.000000E+0	27.181305E+0	27.181305E+0	86.133629E+0
122	-30.000000E+0	27.181305E+0	27.181305E+0	86.133629E+0
123	-30.000000E+0	27.181305E+0	27.181305E+0	86.133629E+0
124	-28.000000E+0	27.181305E+0	27.181305E+0	86.133629E+0
125	-28.000000E+0	27.181305E+0	27.181305E+0	86.133629E+0
126	-25.000000E+0	30.702565E+0	30.702565E+0	91.390589E+0
127	-25.000000E+0	30.702565E+0	30.702565E+0	91.390589E+0
128	-22.000000E+0	30.702565E+0	30.702565E+0	91.390589E+0
129	-22.000000E+0	30.702565E+0	30.702565E+0	91.390589E+0
130	-22.000000E+0	34.433930E+0	34.433930E+0	88.849067E+0
131	-18.000000E+0	34.433930E+0	34.433930E+0	88.849067E+0
132	-14.000000E+0	34.433930E+0	34.433930E+0	88.849067E+0
133	-14.000000E+0	34.433930E+0	34.433930E+0	88.849067E+0
134	-14.000000E+0	36.359500E+0	36.359500E+0	82.554348E+0
135	-11.000000E+0	36.359500E+0	36.359500E+0	82.554348E+0
136	-7.000000E+0	36.359500E+0	36.359500E+0	82.554348E+0
137	-7.000000E+0	37.129680E+0	37.129680E+0	84.905230E+0
138	-7.000000E+0	37.129680E+0	37.129680E+0	84.905230E+0
139	-3.000000E+0	37.129680E+0	37.129680E+0	84.905230E+0
140	-3.000000E+0	37.129680E+0	37.129680E+0	84.905230E+0
141	0.000000E+0	37.729257E+0	37.729257E+0	85.748599E+0
142	0.000000E+0	37.729257E+0	37.729257E+0	85.748599E+0
143	4.000000E+0	37.729257E+0	37.729257E+0	85.748599E+0
144	8.000000E+0	37.729257E+0	37.729257E+0	85.748599E+0
145	8.000000E+0	37.729257E+0	37.729257E+0	85.748599E+0
146	12.000000E+0	38.288914E+0	38.288914E+0	80.857877E+0
147	12.000000E+0	38.288914E+0	38.288914E+0	80.857877E+0
148	12.000000E+0	38.288914E+0	38.288914E+0	80.857877E+0
149	16.000000E+0	38.513169E+0	38.513169E+0	73.793932E+0
150	19.000000E+0	38.513169E+0	38.513169E+0	73.793932E+0
151	19.000000E+0	38.513169E+0	38.513169E+0	73.793932E+0
152	19.000000E+0	38.513169E+0	38.513169E+0	73.793932E+0
153	23.000000E+0	38.513169E+0	38.513169E+0	73.793932E+0
154	26.000000E+0	38.812453E+0	38.812453E+0	70.509978E+0
155	26.000000E+0	38.812453E+0	38.812453E+0	70.509978E+0
156	29.000000E+0	38.812453E+0	38.812453E+0	70.509978E+0
157	29.000000E+0	38.812453E+0	38.812453E+0	70.509978E+0
158	31.000000E+0	38.514324E+0	38.514324E+0	74.048618E+0
159	31.000000E+0	38.514324E+0	38.514324E+0	74.048618E+0
160	34.000000E+0	38.514324E+0	38.514324E+0	74.048618E+0
161	34.000000E+0	37.791339E+0	37.791339E+0	77.481653E+0
162	35.000000E+0	37.791339E+0	37.791339E+0	77.481653E+0
163	35.000000E+0	37.791339E+0	37.791339E+0	77.481653E+0
164	35.000000E+0	37.791339E+0	37.791339E+0	77.481653E+0
165	37.000000E+0	37.791339E+0	37.791339E+0	77.481653E+0
166	38.000000E+0	35.132743E+0	35.132743E+0	74.209242E+0
167	38.000000E+0	35.132743E+0	35.132743E+0	74.209242E+0
168	38.000000E+0	35.132743E+0	35.132743E+0	74.209242E+0
169	39.000000E+0	31.930092E+0	31.930092E+0	77.732285E+0
170	39.000000E+0	31.930092E+0	31.930092E+0	77.732285E+0
171	39.000000E+0	31.930092E+0	31.930092E+0	77.732285E+0
172	39.000000E+0	31.930092E+0	31.930092E+0	77.732285E+0
173	39.000000E+0	31.930092E+0	31.930092E+0	77.732285E+0
174	39.000000E+0	31.930092E+0	31.930092E+0	77.732285E+0
175	39.000000E+0	31.930092E+0	31.930092E+0	77.732285E+0
176	39.000000E+0	31.930092E+0	31.930092E+0	77.732285E+0
177	38.000000E+0	31.930092E+0	31.930092E+0	77.732285E+0
178	38.000000E+0	23.975008E+0	23.975008E+0	85.122137E+0
179	37.000000E+0	23.975008E+0	23.975008E+0	85.122137E+0
180	36.000000E+0	23.975008E+0	23.975008E+0	85.122137E+0
181	36.000000E+0	23.975008E+0	23.975008E+0	85.122137E+0
182	34.000000E+0	20.042685E+0	20.042685E+0	82.140908E+0
183	34.000000E+0	20.042685E+0	20.042685E+0	82.140908E+0
184	31.000000E+0	20.042685E+0	20.042685E+0	82.140908E+0
185	31.000000E+0	16.220746E+0	16.220746E+0	83.156353E+0
186	29.000000E+0	16.220746E+0	16.220746E+0	83.156353E+0
187	29.000000E+0	16.220746E+0	16.220746E+0	83.156353E+0
188	29.000000E+0	16.220746E+0	16.220746E+0	83.156353E+0
189	26.000000E+0	16.220746E+0	16.220746E+0	83.156353E+0
190	23.000000E+0	12.578480E+0	12.578480E+0	81.738315E+0
191	23.000000E+0	12.578480E+0	12.578480E+0	81.738315E+0
192	23.000000E+0	12.578480E+0	12.578480E+0	81.738315E+0
193	20.000000E+0	9.240668E+0	9.240668E+0	77.028682E+0
194	16.000000E+0	9.240668E+0	9.240668E+0	77.028682E+0
195	16.000000E+0	9.240668E+0	9.240668E+0	77.028682E+0
196	16.000000E+0	9.240668E+0	9.240668E+0	77.028682E+0
197	12.000000E+0	9.240668E+0	9.240668E+0	77.028682E+0
198	8.000000E+0	6.349319E+0	6.349319E+0	81.409938E+0
199	8.000000E+0	6.349319E+0	6.349319E+0	81.409938E+0
200	4.000000E+0	6.349319E+0	6.349319E+0	81.409938E+0
201	4.000000E+0	3.860048E+0	3.860048E+0	79.541898E+0
202	0.000000E+0	3.860048E+0	3.860048E+0	79.541898E+0
203	0.000000E+0	3.860048E+0	3.860048E+0	79.541898E+0
204	-3.000000E+0	3.860048E+0	3.860048E+0	79.541898E+0
205	-3.000000E+0	3.860048E+0	3.860048E+0	79.541898E+0
206	-6.000000E+0	1.987795E+0	1.987795E+0	78.232636E+0
207	-6.000000E+0	1.987795E+0	1.987795E+0	78.232636E+0
208	-6.000000E+0	1.987795E+0	1.987795E+0	78.232636E+0
209	-10.000000E+0	1.987795E+0	1.987795E+0	78.232636E+0
210	-14.000000E+0	793.131661E-3	793.131661E-3	78.531586E+0
211	-14.000000E+0	793.131661E-3	793.131661E-3	78.531586E+0
212	-18.000000E+0	793.131661E-3	793.131661E-3	78.531586E+0
213	-18.000000E+0	793.131661E-3	793.131661E-3	78.531586E+0
214	-21.000000E+0	566.683189E-3	566.683189E-3	77.482790E+0
215	-21.000000E+0	566.683189E-3	566.683189E-3	77.482790E+0
216	-21.000000E+0	566.683189E-3	566.683189E-3	77.482790E+0
217	-25.000000E+0	566.683189E-3	566.683189E-3	77.482790E+0
218	-27.000000E+0	1.694173E+0	1.694173E+0	79.189413E+0
219	-27.000000E+0	1.694173E+0	1.694173E+0	79.189413E+0
220	-30.000000E+0	1.694173E+0	1.694173E+0	79.189413E+0
221	-30.000000E+0	1.694173E+0	1.694173E+0	79.189413E+0
222	-33.000000E+0	4.100584E+0	4.100584E+0	74.476984E+0
223	-33.000000E+0	4.100584E+0	4.100584E+0	74.476984E+0
224	-33.000000E+0	4.100584E+0	4.100584E+0	74.476984E+0
225	-35.000000E+0	4.100584E+0	4.100584E+0	74.476984E+0
226	-35.000000E+0	7.104462E+0	7.104462E+0	73.818282E+0
227	-36.000000E+0	7.104462E+0	7.104462E+0	73.818282E+0
228	-38.000000E+0	7.104462E+0	7.104462E+0	73.818282E+0
229	-38.000000E+0	7.104462E+0	7.104462E+0	73.818282E+0
230	-38.000000E+0	11.068022E+0	11.068022E+0	80.053258E+0
231	-39.000000E+0	11.068022E+0	11.068022E+0	80.053258E+0
232	-39.000000E+0	11.068022E+0	11.068022E+0	80.053258E+0
233	-39.000000E+0	11.068022E+0	11.068022E+0	80.053258E+0
234	-39.000000E+0	14.807863E+0	14.807863E+0	83.423503E+0
235	-39.000000E+0	14.807863E+0	14.807863E+0	83.423503E+0
236	-39.000000E+0	14.807863E+0	14.807863E+0	83.423503E+0
237	-39.000000E+0	14.807863E+0	14.807863E+0	83.423503E+0
238	-39.000000E+0	18.591910E+0	18.591910E+0	86.876071E+0
239	-39.000000E+0	18.591910E+0	18.591910E+0	86.876071E+0
240	-39.000000E+0	18.591910E+0	18.591910E+0	86.876071E+0
241	-38.000000E+0	18.591910E+0	18.591910E+0	86.876071E+0
242	-36.000000E+0	22.283994E+0	22.283994E+0	91.286872E+0
243	-36.000000E+0	22.283994E+0	22.283994E+0	91.286872E+0
244	-35.000000E+0	22.283994E+0	22.283994E+0	91.286872E+0
245	-35.000000E+0	22.283994E+0	22.283994E+0	91.286872E+0
246	-35.000000E+0	25.855280E+0	25.855280E+0	87.791854E+0
247	-32.000000E+0	25.855280E+0	25.855280E+0	87.791854E+0
248	-30.000000E+0	25.855280E+0	25.855280E+0	87.791854E+0
249	-30.000000E+0	25.855280E+0	25.855280E+0	87.791854E+0
250	-27.000000E+0	29.363357E+0	29.363357E+0	87.311631E+0
251	-27.000000E+0	29.363357E+0	29.363357E+0	87.311631E+0
252	-24.000000E+0	29.363357E+0	29.363357E+0	87.311631E+0
253	-24.000000E+0	29.363357E+0	29.363357E+0	87.311631E+0
254	-24.000000E+0	33.153428E+0	33.153428E+0	84.463125E+0
255	-21.000000E+0	33.153428E+0	33.153428E+0	84.463125E+0
256	-17.000000E+0	33.153428E+0	33.153428E+0	84.463125E+0
257	-17.000000E+0	33.153428E+0	33.153428E+0	84.463125E+0
258	-17.000000E+0	36.635887E+0	36.635887E+0	86.625000E+0
259	-14.000000E+0	36.635887E+0	36.635887E+0	86.625000E+0
260	-10.000000E+0	36.635887E+0	36.635887E+0	86.625000E+0
261	-10.000000E+0	36.635887E+0	36.635887E+0	86.625000E+0
262	-6.000000E+0	36.893736E+0	36.893736E+0	87.611656E+0
263	-6.000000E+0	36.893736E+0	36.893736E+0	87.611656E+0
264	-2.000000E+0	36.893736E+0	36.893736E+0	87.611656E+0
265	-2.000000E+0	36.893736E+0	36.893736E+0	87.611656E+0
266	1.000000E+0	37.751970E+0	37.751970E+0	87.800893E+0
267	1.000000E+0	37.751970E+0	37.751970E+0	87.800893E+0
268	5.000000E+0	37.751970E+0	37.751970E+0	87.800893E+0
269	5.000000E+0	37.751970E+0	37.751970E+0	87.800893E+0
270	9.000000E+0	38.207352E+0	38.207352E+0	86.589374E+0
271	9.000000E+0	38.207352E+0	38.207352E+0	86.589374E+0
272	9.000000E+0	38.207352E+0	38.207352E+0	86.589374E+0
273	13.000000E+0	38.207352E+0	38.207352E+0	86.589374E+0
274	16.000000E+0	38.473498E+0	38.473498E+0	83.280020E+0
275	16.000000E+0	38.473498E+0	38.473498E+0	83.280020E+0
276	20.000000E+0	38.473498E+0	38.473498E+0	83.280020E+0
277	20.000000E+0	38.473498E+0	38.473498E+0	83.280020E+0
278	20.000000E+0	38.769176E+0	38.769176E+0	79.628620E+0
279	23.000000E+0	38.769176E+0	38.769176E+0	79.628620E+0
280	26.000000E+0	38.769176E+0	38.769176E+0	79.628620E+0
281	26.000000E+0	38.769176E+0	38.769176E+0	79.628620E+0
282	29.000000E+0	38.687371E+0	38.687371E+0	82.089980E+0
283	29.000000E+0	38.687371E+0	38.687371E+0	82.089980E+0
284	32.000000E+0	38.687371E+0	38.687371E+0	82.089980E+0
285	32.000000E+0	38.687371E+0	38.687371E+0	82.089980E+0
286	32.000000E+0	38.055837E+0	38.055837E+0	82.671155E+0
287	34.000000E+0	38.055837E+0	38.055837E+0	82.671155E+0
288	36.000000E+0	38.055837E+0	38.055837E+0	82.671155E+0
289	36.000000E+0	38.055837E+0	38.055837E+0	82.671155E+0
290	37.000000E+0	35.851733E+0	35.851733E+0	82.489371E+0
291	37.000000E+0	35.851733E+0	35.851733E+0	82.489371E+0
292	38.000000E+0	35.851733E+0	35.851733E+0	82.489371E+0
293	38.000000E+0	35.851733E+0	35.851733E+0	82.489371E+0
294	38.000000E+0	32.575647E+0	32.575647E+0	85.945185E+0
295	39.000000E+0	32.575647E+0	32.575647E+0	85.945185E+0
296	39.000000E+0	32.575647E+0	32.575647E+0	85.945185E+0
297	39.000000E+0	32.575647E+0	32.575647E+0	85.945185E+0
298	39.000000E+0	28.745328E+0	28.745328E+0	84.293146E+0
299	39.000000E+0	28.745328E+0	28.745328E+0	84.293146E+0
300	39.000000E+0	28.745328E+0	28.745328E+0	84.293146E+0
301	39.000000E+0	28.745328E+0	28.745328E+0	84.293146E+0
302	38.000000E+0	24.715038E+0	24.715038E+0	83.736818E+0
303	38.000000E+0	24.715038E+0	24.715038E+0	83.736818E+0
304	37.000000E+0	24.715038E+0	24.715038E+0	83.736818E+0
305	37.000000E+0	24.715038E+0	24.715038E+0	83.736818E+0
306	37.000000E+0	20.810015E+0	20.810015E+0	82.783784E+0
307	35.000000E+0	20.810015E+0	20.810015E+0	82.783784E+0
308	33.000000E+0	20.810015E+0	20.810015E+0	82.783784E+0
309	33.000000E+0	20.810015E+0	20.810015E+0	82.783784E+0
310	31.000000E+0	17.078974E+0	17.078974E+0	79.168997E+0
311	31.000000E+0	17.078974E+0	17.078974E+0	79.168997E+0
312	28.000000E+0	17.078974E+0	17.078974E+0	79.168997E+0
313	28.000000E+0	17.078974E+0	17.078974E+0	79.168997E+0
314	26.000000E+0	13.644092E+0	13.644092E+0	79.408388E+0
315	26.000000E+0	13.644092E+0	13.644092E+0	79.408388E+0
316	26.000000E+0	13.644092E+0	13.644092E+0	79.408388E+0
317	22.000000E+0	13.644092E+0	13.644092E+0	79.408388E+0
318	22.000000E+0	13.644092E+0	13.644092E+0	79.408388E+0
319	19.000000E+0	10.250308E+0	10.250308E+0	77.394401E+0
320	19.000000E+0	10.250308E+0	10.250308E+0	77.394401E+0
321	15.000000E+0	10.250308E+0	10.250308E+0	77.394401E+0
322	12.000000E+0	7.216617E+0	7.216617E+0	77.640276E+0
323	12.000000E+0	7.216617E+0	7.216617E+0	77.640276E+0
324	8.000000E+0	7.216617E+0	7.216617E+0	77.640276E+0
325	8.000000E+0	7.216617E+0	7.216617E+0	77.640276E+0
326	4.000000E+0	4.716480E+0	4.716480E+0	78.782256E+0
327	4.000000E+0	4.716480E+0	4.716480E+0	78.782256E+0
328	0.000000E+0	4.716480E+0	4.716480E+0	78.782256E+0
329	0.000000E+0	4.716480E+0	4.716480E+0	78.782256E+0
330	-3.000000E+0	2.604996E+0	2.604996E+0	80.104635E+0
331	-3.000000E+0	2.604996E+0	2.604996E+0	80.104635E+0
332	-7.000000E+0	2.604996E+0	2.604996E+0	80.104635E+0
333	-7.000000E+0	2.604996E+0	2.604996E+0	80.104635E+0
334	-11.000000E+0	1.021904E+0	1.021904E+0	82.730448E+0
335	-11.000000E+0	1.021904E+0	1.021904E+0	82.730448E+0
336	-11.000000E+0	1.021904E+0	1.021904E+0	82.730448E+0
337	-15.000000E+0	1.021904E+0	1.021904E+0	82.730448E+0
338	-15.000000E+0	363.558517E-3	363.558517E-3	81.215280E+0
339	-18.000000E+0	363.558517E-3	363.558517E-3	81.215280E+0
340	-18.000000E+0	363.558517E-3	363.558517E-3	81.215280E+0
341	-22.000000E+0	363.558517E-3	363.558517E-3	81.215280E+0
342	-25.000000E+0	363.558517E-3	363.558517E-3	81.215280E+0
343	-25.000000E+0	944.969929E-3	944.969929E-3	84.054646E+0
344	-25.000000E+0	944.969929E-3	944.969929E-3	84.054646E+0
345	-28.000000E+0	944.969929E-3	944.969929E-3	84.054646E+0
346	-28.000000E+0	2.866324E+0	2.866324E+0	80.127965E+0
347	-31.000000E+0	2.866324E+0	2.866324E+0	80.127965E+0
348	-33.000000E+0	2.866324E+0	2.866324E+0	80.127965E+0
349	-33.000000E+0	2.866324E+0	2.866324E+0	80.127965E+0
350	-33.000000E+0	2.866324E+0	2.866324E+0	80.127965E+0
351	-35.000000E+0	5.796357E+0	5.796357E+0	79.869401E+0
352	-35.000000E+0	5.796357E+0	5.796357E+0	79.869401E+0
353	-37.000000E+0	5.796357E+0	5.796357E+0	79.869401E+0
354	-37.000000E+0	5.796357E+0	5.796357E+0	79.869401E+0
355	-38.000000E+0	9.415710E+0	9.415710E+0	79.848614E+0
356	-39.000000E+0	9.415710E+0	9.415710E+0	79.848614E+0
357	-39.000000E+0	9.415710E+0	9.415710E+0	79.848614E+0
358	-39.000000E+0	9.415710E+0	9.415710E+0	79.848614E+0
359	-39.000000E+0	13.280402E+0	13.280402E+0	84.185091E+0
360	-39.000000E+0	13.280402E+0	13.280402E+0	84.185091E+0
361	-39.000000E+0	13.280402E+0	13.280402E+0	84.185091E+0
362	-39.000000E+0	13.280402E+0	13.280402E+0	84.185091E+0
363	-39.000000E+0	17.014766E+0	17.014766E+0	89.289542E+0
364	-39.000000E+0	17.014766E+0	17.014766E+0	89.289542E+0
365	-39.000000E+0	17.014766E+0	17.014766E+0	89.289542E+0
366	-37.000000E+0	17.014766E+0	17.014766E+0	89.289542E+0
367	-37.000000E+0	20.610898E+0	20.610898E+0	91.935467E+0
368	-37.000000E+0	20.610898E+0	20.610898E+0	91.935467E+0
369	-36.000000E+0	20.610898E+0	20.610898E+0	91.935467E+0
370	-36.000000E+0	23.959475E+0	23.959475E+0	92.733521E+0
371	-34.000000E+0	23.959475E+0	23.959475E+0	92.733521E+0
372	-32.000000E+0	23.959475E+0	23.959475E+0	92.733521E+0
373	-32.000000E+0	23.959475E+0	23.959475E+0	92.733521E+0
374	-32.000000E+0	23.959475E+0	23.959475E+0	92.733521E+0
375	-30.000000E+0	27.198372E+0	27.198372E+0	81.880952E+0
376	-30.000000E+0	27.198372E+0	27.198372E+0	81.880952E+0
377	-27.000000E+0	27.198372E+0	27.198372E+0	81.880952E+0
378	-27.000000E+0	27.198372E+0	27.198372E+0	81.880952E+0
379	-24.000000E+0	30.745280E+0	30.745280E+0	78.993317E+0
380	-24.000000E+0	30.745280E+0	30.745280E+0	78.993317E+0
381	-20.000000E+0	30.745280E+0	30.745280E+0	78.993317E+0
382	-20.000000E+0	34.513285E+0	34.513285E+0	77.936248E+0
383	-17.000000E+0	34.513285E+0	34.513285E+0	77.936248E+0
384	-13.000000E+0	34.513285E+0	34.513285E+0	77.936248E+0
385	-13.000000E+0	34.513285E+0	34.513285E+0	77.936248E+0
386	-9.000000E+0	34.513285E+0	34.513285E+0	77.936248E+0
387	-9.000000E+0	36.551410E+0	36.551410E+0	80.664521E+0
388	-9.000000E+0	36.551410E+0	36.551410E+0	80.664521E+0
389	-5.000000E+0	36.551410E+0	36.551410E+0	80.664521E+0
390	-1.000000E+0	36.551410E+0	36.551410E+0	80.664521E+0
391	-1.000000E+0	37.232589E+0	37.232589E+0	77.761727E+0
392	-1.000000E+0	37.232589E+0	37.232589E+0	77.761727E+0
393	0.000000E+0	37.232589E+0	37.232589E+0	77.761727E+0
394	0.000000E+0	37.232589E+0	37.232589E+0	77.761727E+0
395	0.000000E+0	38.015466E+0	38.015466E+0	74.344102E+0
396	0.000000E+0	38.015466E+0	38.015466E+0	74.344102E+0
397	0.000000E+0	38.015466E+0	38.015466E+0	74.344102E+0
398	0.000000E+0	38.015466E+0	38.015466E+0	74.344102E+0
399	0.000000E+0	38.243209E+0	38.243209E+0	73.334545E+0
400	0.000000E+0	38.243209E+0	38.243209E+0	73.334545E+0
