jeudi 27 février 2020	16:30:53	Sampling Period : 50  ms		OL alpha1
59	-29.000000E+0	24.661076E+0	24.661076E+0	83.997246E+0
60	-29.000000E+0	24.661076E+0	24.661076E+0	83.997246E+0
61	-29.000000E+0	26.174057E+0	26.174057E+0	83.449883E+0
62	-29.000000E+0	26.174057E+0	26.174057E+0	83.449883E+0
63	-29.000000E+0	26.174057E+0	26.174057E+0	83.449883E+0
64	-27.000000E+0	28.941119E+0	28.941119E+0	83.420673E+0
65	-27.000000E+0	28.941119E+0	28.941119E+0	83.420673E+0
66	-26.000000E+0	28.941119E+0	28.941119E+0	83.420673E+0
67	-24.000000E+0	28.941119E+0	28.941119E+0	83.420673E+0
68	-23.000000E+0	28.941119E+0	28.941119E+0	83.420673E+0
69	-21.000000E+0	32.200363E+0	32.200363E+0	83.031784E+0
70	-16.000000E+0	32.200363E+0	32.200363E+0	83.031784E+0
71	-16.000000E+0	32.200363E+0	32.200363E+0	83.031784E+0
72	-11.000000E+0	35.721640E+0	35.721640E+0	81.543440E+0
73	-8.000000E+0	35.721640E+0	35.721640E+0	81.543440E+0
74	-8.000000E+0	35.721640E+0	35.721640E+0	81.543440E+0
75	-2.000000E+0	35.721640E+0	35.721640E+0	81.543440E+0
76	-2.000000E+0	35.721640E+0	35.721640E+0	81.543440E+0
77	3.000000E+0	36.800380E+0	36.800380E+0	81.122561E+0
78	6.000000E+0	36.800380E+0	36.800380E+0	81.122561E+0
79	6.000000E+0	36.800380E+0	36.800380E+0	81.122561E+0
80	9.000000E+0	36.800380E+0	36.800380E+0	81.122561E+0
81	14.000000E+0	37.878135E+0	37.878135E+0	77.913156E+0
82	17.000000E+0	37.878135E+0	37.878135E+0	77.913156E+0
83	19.000000E+0	37.878135E+0	37.878135E+0	77.913156E+0
84	19.000000E+0	37.878135E+0	37.878135E+0	77.913156E+0
85	21.000000E+0	38.479914E+0	38.479914E+0	75.600000E+0
86	23.000000E+0	38.479914E+0	38.479914E+0	75.600000E+0
87	25.000000E+0	38.479914E+0	38.479914E+0	75.600000E+0
88	26.000000E+0	38.484994E+0	38.484994E+0	75.598769E+0
89	29.000000E+0	38.484994E+0	38.484994E+0	75.598769E+0
90	29.000000E+0	38.484994E+0	38.484994E+0	75.598769E+0
91	29.000000E+0	38.484994E+0	38.484994E+0	75.598769E+0
92	29.000000E+0	38.484994E+0	38.484994E+0	75.598769E+0
93	29.000000E+0	37.798278E+0	37.798278E+0	81.266771E+0
94	29.000000E+0	37.798278E+0	37.798278E+0	81.266771E+0
95	28.000000E+0	37.798278E+0	37.798278E+0	81.266771E+0
96	27.000000E+0	37.798278E+0	37.798278E+0	81.266771E+0
97	25.000000E+0	35.537839E+0	35.537839E+0	81.670228E+0
98	23.000000E+0	35.537839E+0	35.537839E+0	81.670228E+0
99	23.000000E+0	35.537839E+0	35.537839E+0	81.670228E+0
100	22.000000E+0	32.373863E+0	32.373863E+0	80.694180E+0
101	17.000000E+0	32.373863E+0	32.373863E+0	80.694180E+0
102	17.000000E+0	32.373863E+0	32.373863E+0	80.694180E+0
103	12.000000E+0	32.373863E+0	32.373863E+0	80.694180E+0
104	9.000000E+0	32.373863E+0	32.373863E+0	80.694180E+0
105	9.000000E+0	29.018269E+0	29.018269E+0	79.517938E+0
106	3.000000E+0	29.018269E+0	29.018269E+0	79.517938E+0
107	0.000000E+0	29.018269E+0	29.018269E+0	79.517938E+0
108	0.000000E+0	29.018269E+0	29.018269E+0	79.517938E+0
109	-5.000000E+0	26.070230E+0	26.070230E+0	78.278681E+0
110	-8.000000E+0	26.070230E+0	26.070230E+0	78.278681E+0
111	-8.000000E+0	26.070230E+0	26.070230E+0	78.278681E+0
112	-10.000000E+0	23.939511E+0	23.939511E+0	78.516995E+0
113	-13.000000E+0	23.939511E+0	23.939511E+0	78.516995E+0
114	-16.000000E+0	23.939511E+0	23.939511E+0	78.516995E+0
115	-18.000000E+0	23.939511E+0	23.939511E+0	78.516995E+0
116	-23.000000E+0	23.939511E+0	23.939511E+0	78.516995E+0
117	-23.000000E+0	22.978748E+0	22.978748E+0	79.397687E+0
118	-26.000000E+0	22.978748E+0	22.978748E+0	79.397687E+0
119	-26.000000E+0	22.978748E+0	22.978748E+0	79.397687E+0
120	-27.000000E+0	22.978748E+0	22.978748E+0	79.397687E+0
121	-29.000000E+0	23.381259E+0	23.381259E+0	78.915592E+0
122	-29.000000E+0	23.381259E+0	23.381259E+0	78.915592E+0
123	-29.000000E+0	23.381259E+0	23.381259E+0	78.915592E+0
124	-29.000000E+0	23.381259E+0	23.381259E+0	78.915592E+0
125	-29.000000E+0	25.402707E+0	25.402707E+0	77.650959E+0
126	-28.000000E+0	25.402707E+0	25.402707E+0	77.650959E+0
127	-27.000000E+0	25.402707E+0	25.402707E+0	77.650959E+0
128	-26.000000E+0	25.402707E+0	25.402707E+0	77.650959E+0
129	-24.000000E+0	28.500150E+0	28.500150E+0	79.284333E+0
130	-24.000000E+0	28.500150E+0	28.500150E+0	79.284333E+0
131	-20.000000E+0	28.500150E+0	28.500150E+0	79.284333E+0
132	-20.000000E+0	28.500150E+0	28.500150E+0	79.284333E+0
133	-16.000000E+0	31.807345E+0	31.807345E+0	79.318529E+0
134	-13.000000E+0	31.807345E+0	31.807345E+0	79.318529E+0
135	-10.000000E+0	31.807345E+0	31.807345E+0	79.318529E+0
136	-7.000000E+0	31.807345E+0	31.807345E+0	79.318529E+0
137	-4.000000E+0	35.584415E+0	35.584415E+0	79.429410E+0
138	-1.000000E+0	35.584415E+0	35.584415E+0	79.429410E+0
139	1.000000E+0	35.584415E+0	35.584415E+0	79.429410E+0
140	3.000000E+0	35.584415E+0	35.584415E+0	79.429410E+0
141	3.000000E+0	37.113819E+0	37.113819E+0	79.957836E+0
142	9.000000E+0	37.113819E+0	37.113819E+0	79.957836E+0
143	9.000000E+0	37.113819E+0	37.113819E+0	79.957836E+0
144	15.000000E+0	37.113819E+0	37.113819E+0	79.957836E+0
145	17.000000E+0	37.832820E+0	37.832820E+0	81.389735E+0
146	20.000000E+0	37.832820E+0	37.832820E+0	81.389735E+0
147	20.000000E+0	37.832820E+0	37.832820E+0	81.389735E+0
148	24.000000E+0	37.832820E+0	37.832820E+0	81.389735E+0
149	24.000000E+0	38.577357E+0	38.577357E+0	77.220242E+0
150	27.000000E+0	38.577357E+0	38.577357E+0	77.220242E+0
151	27.000000E+0	38.577357E+0	38.577357E+0	77.220242E+0
152	29.000000E+0	38.577357E+0	38.577357E+0	77.220242E+0
153	29.000000E+0	38.750338E+0	38.750338E+0	74.564341E+0
154	29.000000E+0	38.750338E+0	38.750338E+0	74.564341E+0
155	29.000000E+0	38.750338E+0	38.750338E+0	74.564341E+0
156	29.000000E+0	38.750338E+0	38.750338E+0	74.564341E+0
157	28.000000E+0	38.330837E+0	38.330837E+0	79.475410E+0
158	28.000000E+0	38.330837E+0	38.330837E+0	79.475410E+0
159	28.000000E+0	38.330837E+0	38.330837E+0	79.475410E+0
160	25.000000E+0	38.330837E+0	38.330837E+0	79.475410E+0
161	25.000000E+0	36.228706E+0	36.228706E+0	80.556510E+0
162	21.000000E+0	36.228706E+0	36.228706E+0	80.556510E+0
163	19.000000E+0	36.228706E+0	36.228706E+0	80.556510E+0
164	19.000000E+0	36.228706E+0	36.228706E+0	80.556510E+0
165	14.000000E+0	33.030206E+0	33.030206E+0	83.236463E+0
166	14.000000E+0	33.030206E+0	33.030206E+0	83.236463E+0
167	9.000000E+0	33.030206E+0	33.030206E+0	83.236463E+0
168	9.000000E+0	33.030206E+0	33.030206E+0	83.236463E+0
169	6.000000E+0	29.658859E+0	29.658859E+0	83.380678E+0
170	0.000000E+0	29.658859E+0	29.658859E+0	83.380678E+0
171	0.000000E+0	29.658859E+0	29.658859E+0	83.380678E+0
172	-2.000000E+0	29.658859E+0	29.658859E+0	83.380678E+0
173	-8.000000E+0	26.842938E+0	26.842938E+0	81.095298E+0
174	-11.000000E+0	26.842938E+0	26.842938E+0	81.095298E+0
175	-14.000000E+0	26.842938E+0	26.842938E+0	81.095298E+0
176	-16.000000E+0	26.842938E+0	26.842938E+0	81.095298E+0
177	-19.000000E+0	25.018007E+0	25.018007E+0	83.593103E+0
178	-19.000000E+0	25.018007E+0	25.018007E+0	83.593103E+0
179	-21.000000E+0	25.018007E+0	25.018007E+0	83.593103E+0
180	-25.000000E+0	25.018007E+0	25.018007E+0	83.593103E+0
181	-25.000000E+0	24.396978E+0	24.396978E+0	82.418705E+0
182	-27.000000E+0	24.396978E+0	24.396978E+0	82.418705E+0
183	-27.000000E+0	24.396978E+0	24.396978E+0	82.418705E+0
184	-29.000000E+0	24.396978E+0	24.396978E+0	82.418705E+0
185	-29.000000E+0	25.415715E+0	25.415715E+0	82.028370E+0
186	-29.000000E+0	25.415715E+0	25.415715E+0	82.028370E+0
187	-29.000000E+0	25.415715E+0	25.415715E+0	82.028370E+0
188	-29.000000E+0	25.415715E+0	25.415715E+0	82.028370E+0
189	-29.000000E+0	27.988316E+0	27.988316E+0	84.319318E+0
190	-27.000000E+0	27.988316E+0	27.988316E+0	84.319318E+0
191	-26.000000E+0	27.988316E+0	27.988316E+0	84.319318E+0
192	-24.000000E+0	27.988316E+0	27.988316E+0	84.319318E+0
193	-24.000000E+0	31.312709E+0	31.312709E+0	84.643059E+0
194	-20.000000E+0	31.312709E+0	31.312709E+0	84.643059E+0
195	-20.000000E+0	31.312709E+0	31.312709E+0	84.643059E+0
196	-15.000000E+0	31.312709E+0	31.312709E+0	84.643059E+0
197	-15.000000E+0	34.754445E+0	34.754445E+0	82.684106E+0
198	-10.000000E+0	34.754445E+0	34.754445E+0	82.684106E+0
199	-7.000000E+0	34.754445E+0	34.754445E+0	82.684106E+0
200	-7.000000E+0	34.754445E+0	34.754445E+0	82.684106E+0
201	-1.000000E+0	36.674205E+0	36.674205E+0	81.365639E+0
202	0.000000E+0	36.674205E+0	36.674205E+0	81.365639E+0
203	0.000000E+0	36.674205E+0	36.674205E+0	81.365639E+0
204	0.000000E+0	36.674205E+0	36.674205E+0	81.365639E+0
205	0.000000E+0	37.508481E+0	37.508481E+0	82.065414E+0
206	0.000000E+0	37.508481E+0	37.508481E+0	82.065414E+0
207	0.000000E+0	37.508481E+0	37.508481E+0	82.065414E+0
208	0.000000E+0	37.508481E+0	37.508481E+0	82.065414E+0
209	0.000000E+0	38.327057E+0	38.327057E+0	78.974490E+0
210	0.000000E+0	38.327057E+0	38.327057E+0	78.974490E+0
211	0.000000E+0	38.327057E+0	38.327057E+0	78.974490E+0
212	0.000000E+0	38.327057E+0	38.327057E+0	78.974490E+0
213	0.000000E+0	38.249474E+0	38.249474E+0	78.786121E+0
214	0.000000E+0	38.249474E+0	38.249474E+0	78.786121E+0
215	0.000000E+0	38.249474E+0	38.249474E+0	78.786121E+0
216	0.000000E+0	38.249474E+0	38.249474E+0	78.786121E+0
217	0.000000E+0	38.301006E+0	38.301006E+0	78.737044E+0
218	0.000000E+0	38.301006E+0	38.301006E+0	78.737044E+0
219	0.000000E+0	38.301006E+0	38.301006E+0	78.737044E+0
220	0.000000E+0	38.301006E+0	38.301006E+0	78.737044E+0
221	0.000000E+0	38.345470E+0	38.345470E+0	79.001254E+0
222	0.000000E+0	38.345470E+0	38.345470E+0	79.001254E+0
223	0.000000E+0	38.345470E+0	38.345470E+0	79.001254E+0
224	0.000000E+0	38.345470E+0	38.345470E+0	79.001254E+0
225	0.000000E+0	38.356280E+0	38.356280E+0	79.594379E+0
226	0.000000E+0	38.356280E+0	38.356280E+0	79.594379E+0
227	0.000000E+0	38.356280E+0	38.356280E+0	79.594379E+0
228	0.000000E+0	38.356280E+0	38.356280E+0	79.594379E+0
229	0.000000E+0	38.367122E+0	38.367122E+0	80.237018E+0
230	0.000000E+0	38.367122E+0	38.367122E+0	80.237018E+0
231	0.000000E+0	38.367122E+0	38.367122E+0	80.237018E+0
232	0.000000E+0	38.367122E+0	38.367122E+0	80.237018E+0
233	0.000000E+0	38.360123E+0	38.360123E+0	82.431714E+0
234	0.000000E+0	38.360123E+0	38.360123E+0	82.431714E+0
235	0.000000E+0	38.360123E+0	38.360123E+0	82.431714E+0
236	0.000000E+0	38.360123E+0	38.360123E+0	82.431714E+0
237	0.000000E+0	38.349244E+0	38.349244E+0	81.513115E+0
238	0.000000E+0	38.349244E+0	38.349244E+0	81.513115E+0
239	0.000000E+0	38.349244E+0	38.349244E+0	81.513115E+0
