jeudi 27 février 2020	17:04:46	Sampling Period : 50  ms		OL alpha1
60	20.000000E+0	32.071488E+0	32.071488E+0	89.920465E+0
61	20.000000E+0	32.071488E+0	32.071488E+0	89.920465E+0
62	20.000000E+0	32.071488E+0	32.071488E+0	89.920465E+0
63	20.000000E+0	32.071488E+0	32.071488E+0	89.920465E+0
64	20.000000E+0	29.658443E+0	29.658443E+0	87.742347E+0
65	20.000000E+0	29.658443E+0	29.658443E+0	87.742347E+0
66	20.000000E+0	29.658443E+0	29.658443E+0	87.742347E+0
67	20.000000E+0	29.658443E+0	29.658443E+0	87.742347E+0
68	20.000000E+0	26.998658E+0	26.998658E+0	86.364122E+0
69	20.000000E+0	26.998658E+0	26.998658E+0	86.364122E+0
70	20.000000E+0	26.998658E+0	26.998658E+0	86.364122E+0
71	20.000000E+0	26.998658E+0	26.998658E+0	86.364122E+0
72	20.000000E+0	24.794932E+0	24.794932E+0	88.991597E+0
73	20.000000E+0	24.794932E+0	24.794932E+0	88.991597E+0
74	20.000000E+0	24.794932E+0	24.794932E+0	88.991597E+0
75	20.000000E+0	24.794932E+0	24.794932E+0	88.991597E+0
76	20.000000E+0	22.599579E+0	22.599579E+0	85.547023E+0
77	20.000000E+0	22.599579E+0	22.599579E+0	85.547023E+0
78	20.000000E+0	22.599579E+0	22.599579E+0	85.547023E+0
79	20.000000E+0	22.599579E+0	22.599579E+0	85.547023E+0
80	20.000000E+0	20.051760E+0	20.051760E+0	80.127008E+0
81	20.000000E+0	20.051760E+0	20.051760E+0	80.127008E+0
82	20.000000E+0	20.051760E+0	20.051760E+0	80.127008E+0
83	40.000000E+0	17.656191E+0	17.656191E+0	77.481585E+0
84	40.000000E+0	17.656191E+0	17.656191E+0	77.481585E+0
85	40.000000E+0	17.656191E+0	17.656191E+0	77.481585E+0
86	40.000000E+0	17.656191E+0	17.656191E+0	77.481585E+0
87	40.000000E+0	17.656191E+0	17.656191E+0	77.481585E+0
88	40.000000E+0	15.285657E+0	15.285657E+0	82.857221E+0
89	40.000000E+0	15.285657E+0	15.285657E+0	82.857221E+0
90	40.000000E+0	15.285657E+0	15.285657E+0	82.857221E+0
91	40.000000E+0	12.022224E+0	12.022224E+0	86.452514E+0
92	40.000000E+0	12.022224E+0	12.022224E+0	86.452514E+0
93	40.000000E+0	12.022224E+0	12.022224E+0	86.452514E+0
94	40.000000E+0	12.022224E+0	12.022224E+0	86.452514E+0
95	40.000000E+0	12.022224E+0	12.022224E+0	86.452514E+0
96	40.000000E+0	8.235093E+0	8.235093E+0	92.139360E+0
97	40.000000E+0	8.235093E+0	8.235093E+0	92.139360E+0
98	40.000000E+0	8.235093E+0	8.235093E+0	92.139360E+0
99	40.000000E+0	8.235093E+0	8.235093E+0	92.139360E+0
100	40.000000E+0	4.644982E+0	4.644982E+0	86.473999E+0
101	40.000000E+0	4.644982E+0	4.644982E+0	86.473999E+0
102	40.000000E+0	4.644982E+0	4.644982E+0	86.473999E+0
103	40.000000E+0	4.644982E+0	4.644982E+0	86.473999E+0
104	40.000000E+0	1.039623E+0	1.039623E+0	77.748863E+0
105	40.000000E+0	1.039623E+0	1.039623E+0	77.748863E+0
106	40.000000E+0	1.039623E+0	1.039623E+0	77.748863E+0
107	40.000000E+0	1.039623E+0	1.039623E+0	77.748863E+0
108	40.000000E+0	-2.371841E+0	-2.371841E+0	74.162926E+0
109	40.000000E+0	-2.371841E+0	-2.371841E+0	74.162926E+0
110	40.000000E+0	-2.371841E+0	-2.371841E+0	74.162926E+0
111	40.000000E+0	-2.371841E+0	-2.371841E+0	74.162926E+0
112	40.000000E+0	-5.975369E+0	-5.975369E+0	72.395196E+0
113	40.000000E+0	-5.975369E+0	-5.975369E+0	72.395196E+0
114	40.000000E+0	-5.975369E+0	-5.975369E+0	72.395196E+0
115	40.000000E+0	-5.975369E+0	-5.975369E+0	72.395196E+0
116	40.000000E+0	-9.244283E+0	-9.244283E+0	74.904704E+0
117	40.000000E+0	-9.244283E+0	-9.244283E+0	74.904704E+0
118	40.000000E+0	-9.244283E+0	-9.244283E+0	74.904704E+0
119	40.000000E+0	-9.244283E+0	-9.244283E+0	74.904704E+0
120	40.000000E+0	-12.649035E+0	-12.649035E+0	84.087953E+0
121	40.000000E+0	-12.649035E+0	-12.649035E+0	84.087953E+0
122	40.000000E+0	-12.649035E+0	-12.649035E+0	84.087953E+0
123	40.000000E+0	-12.649035E+0	-12.649035E+0	84.087953E+0
124	40.000000E+0	-16.065864E+0	-16.065864E+0	88.757151E+0
125	40.000000E+0	-16.065864E+0	-16.065864E+0	88.757151E+0
126	40.000000E+0	-16.065864E+0	-16.065864E+0	88.757151E+0
127	40.000000E+0	-16.065864E+0	-16.065864E+0	88.757151E+0
128	40.000000E+0	-19.397654E+0	-19.397654E+0	86.287146E+0
129	40.000000E+0	-19.397654E+0	-19.397654E+0	86.287146E+0
130	40.000000E+0	-19.397654E+0	-19.397654E+0	86.287146E+0
131	40.000000E+0	-19.397654E+0	-19.397654E+0	86.287146E+0
132	40.000000E+0	-22.928249E+0	-22.928249E+0	82.948327E+0
133	40.000000E+0	-22.928249E+0	-22.928249E+0	82.948327E+0
134	40.000000E+0	-22.928249E+0	-22.928249E+0	82.948327E+0
135	40.000000E+0	-22.928249E+0	-22.928249E+0	82.948327E+0
136	40.000000E+0	-26.113504E+0	-26.113504E+0	79.819923E+0
137	40.000000E+0	-26.113504E+0	-26.113504E+0	79.819923E+0
138	40.000000E+0	-26.113504E+0	-26.113504E+0	79.819923E+0
139	40.000000E+0	-26.113504E+0	-26.113504E+0	79.819923E+0
140	40.000000E+0	-29.316858E+0	-29.316858E+0	78.656590E+0
141	40.000000E+0	-29.316858E+0	-29.316858E+0	78.656590E+0
142	40.000000E+0	-29.316858E+0	-29.316858E+0	78.656590E+0
143	-40.000000E+0	-29.316858E+0	-29.316858E+0	78.656590E+0
144	-40.000000E+0	-29.242159E+0	-29.242159E+0	85.834711E+0
145	-40.000000E+0	-29.242159E+0	-29.242159E+0	85.834711E+0
146	-40.000000E+0	-29.242159E+0	-29.242159E+0	85.834711E+0
147	-40.000000E+0	-29.242159E+0	-29.242159E+0	85.834711E+0
148	-40.000000E+0	-30.367146E+0	-30.367146E+0	86.355030E+0
149	-40.000000E+0	-30.367146E+0	-30.367146E+0	86.355030E+0
150	-40.000000E+0	-30.367146E+0	-30.367146E+0	86.355030E+0
151	-40.000000E+0	-30.367146E+0	-30.367146E+0	86.355030E+0
152	-40.000000E+0	-33.901849E+0	-33.901849E+0	84.326325E+0
153	-40.000000E+0	-33.901849E+0	-33.901849E+0	84.326325E+0
154	-40.000000E+0	-33.901849E+0	-33.901849E+0	84.326325E+0
155	-40.000000E+0	-33.901849E+0	-33.901849E+0	84.326325E+0
156	-40.000000E+0	-33.952589E+0	-33.952589E+0	81.884034E+0
157	-40.000000E+0	-33.952589E+0	-33.952589E+0	81.884034E+0
158	-40.000000E+0	-33.952589E+0	-33.952589E+0	81.884034E+0
159	-40.000000E+0	-33.952589E+0	-33.952589E+0	81.884034E+0
160	-40.000000E+0	-29.749699E+0	-29.749699E+0	83.479433E+0
161	-40.000000E+0	-29.749699E+0	-29.749699E+0	83.479433E+0
162	-40.000000E+0	-29.749699E+0	-29.749699E+0	83.479433E+0
163	-40.000000E+0	-29.749699E+0	-29.749699E+0	83.479433E+0
164	-40.000000E+0	-24.785323E+0	-24.785323E+0	80.750970E+0
165	-40.000000E+0	-24.785323E+0	-24.785323E+0	80.750970E+0
166	-40.000000E+0	-24.785323E+0	-24.785323E+0	80.750970E+0
167	-40.000000E+0	-24.785323E+0	-24.785323E+0	80.750970E+0
168	-40.000000E+0	-19.792845E+0	-19.792845E+0	73.637363E+0
169	-40.000000E+0	-19.792845E+0	-19.792845E+0	73.637363E+0
170	-40.000000E+0	-19.792845E+0	-19.792845E+0	73.637363E+0
171	-40.000000E+0	-19.792845E+0	-19.792845E+0	73.637363E+0
172	-40.000000E+0	-15.099065E+0	-15.099065E+0	69.819560E+0
173	-40.000000E+0	-15.099065E+0	-15.099065E+0	69.819560E+0
174	-40.000000E+0	-15.099065E+0	-15.099065E+0	69.819560E+0
175	-40.000000E+0	-15.099065E+0	-15.099065E+0	69.819560E+0
176	-40.000000E+0	-10.896487E+0	-10.896487E+0	71.283791E+0
177	-40.000000E+0	-10.896487E+0	-10.896487E+0	71.283791E+0
178	-40.000000E+0	-10.896487E+0	-10.896487E+0	71.283791E+0
179	-40.000000E+0	-10.896487E+0	-10.896487E+0	71.283791E+0
180	-40.000000E+0	-6.718881E+0	-6.718881E+0	79.566838E+0
181	-40.000000E+0	-6.718881E+0	-6.718881E+0	79.566838E+0
182	-40.000000E+0	-6.718881E+0	-6.718881E+0	79.566838E+0
183	-40.000000E+0	-6.718881E+0	-6.718881E+0	79.566838E+0
184	-40.000000E+0	-2.380414E+0	-2.380414E+0	92.025304E+0
185	-40.000000E+0	-2.380414E+0	-2.380414E+0	92.025304E+0
186	-40.000000E+0	-2.380414E+0	-2.380414E+0	92.025304E+0
187	-40.000000E+0	-2.380414E+0	-2.380414E+0	92.025304E+0
188	-40.000000E+0	1.653899E+0	1.653899E+0	93.331236E+0
189	-40.000000E+0	1.653899E+0	1.653899E+0	93.331236E+0
190	-40.000000E+0	1.653899E+0	1.653899E+0	93.331236E+0
191	-40.000000E+0	1.653899E+0	1.653899E+0	93.331236E+0
192	-40.000000E+0	5.667906E+0	5.667906E+0	91.556940E+0
193	-40.000000E+0	5.667906E+0	5.667906E+0	91.556940E+0
194	-40.000000E+0	5.667906E+0	5.667906E+0	91.556940E+0
195	-40.000000E+0	5.667906E+0	5.667906E+0	91.556940E+0
196	-40.000000E+0	9.465152E+0	9.465152E+0	85.012295E+0
197	-40.000000E+0	9.465152E+0	9.465152E+0	85.012295E+0
198	-40.000000E+0	9.465152E+0	9.465152E+0	85.012295E+0
199	-40.000000E+0	9.465152E+0	9.465152E+0	85.012295E+0
200	-40.000000E+0	13.162826E+0	13.162826E+0	73.387549E+0
201	-40.000000E+0	13.162826E+0	13.162826E+0	73.387549E+0
202	-40.000000E+0	13.162826E+0	13.162826E+0	73.387549E+0
203	40.000000E+0	13.162826E+0	13.162826E+0	73.387549E+0
204	40.000000E+0	13.162826E+0	13.162826E+0	73.387549E+0
205	40.000000E+0	16.754705E+0	16.754705E+0	72.104983E+0
206	40.000000E+0	16.754705E+0	16.754705E+0	72.104983E+0
207	40.000000E+0	16.754705E+0	16.754705E+0	72.104983E+0
208	40.000000E+0	20.397628E+0	20.397628E+0	73.318260E+0
209	40.000000E+0	20.397628E+0	20.397628E+0	73.318260E+0
210	40.000000E+0	20.397628E+0	20.397628E+0	73.318260E+0
211	40.000000E+0	20.397628E+0	20.397628E+0	73.318260E+0
212	40.000000E+0	24.205119E+0	24.205119E+0	83.812999E+0
213	40.000000E+0	24.205119E+0	24.205119E+0	83.812999E+0
214	40.000000E+0	24.205119E+0	24.205119E+0	83.812999E+0
215	40.000000E+0	24.205119E+0	24.205119E+0	83.812999E+0
216	40.000000E+0	25.146143E+0	25.146143E+0	86.256487E+0
217	40.000000E+0	25.146143E+0	25.146143E+0	86.256487E+0
218	40.000000E+0	25.146143E+0	25.146143E+0	86.256487E+0
219	40.000000E+0	25.146143E+0	25.146143E+0	86.256487E+0
220	40.000000E+0	23.204421E+0	23.204421E+0	82.598425E+0
221	40.000000E+0	23.204421E+0	23.204421E+0	82.598425E+0
222	40.000000E+0	23.204421E+0	23.204421E+0	82.598425E+0
223	40.000000E+0	23.204421E+0	23.204421E+0	82.598425E+0
224	40.000000E+0	23.204421E+0	23.204421E+0	82.598425E+0
225	40.000000E+0	19.501824E+0	19.501824E+0	79.224196E+0
226	40.000000E+0	19.501824E+0	19.501824E+0	79.224196E+0
227	40.000000E+0	19.501824E+0	19.501824E+0	79.224196E+0
228	40.000000E+0	15.589552E+0	15.589552E+0	76.998941E+0
229	40.000000E+0	15.589552E+0	15.589552E+0	76.998941E+0
230	40.000000E+0	15.589552E+0	15.589552E+0	76.998941E+0
231	40.000000E+0	15.589552E+0	15.589552E+0	76.998941E+0
232	40.000000E+0	15.589552E+0	15.589552E+0	76.998941E+0
233	40.000000E+0	11.661448E+0	11.661448E+0	77.959796E+0
234	40.000000E+0	11.661448E+0	11.661448E+0	77.959796E+0
235	40.000000E+0	11.661448E+0	11.661448E+0	77.959796E+0
236	40.000000E+0	7.799240E+0	7.799240E+0	79.345045E+0
237	40.000000E+0	7.799240E+0	7.799240E+0	79.345045E+0
238	40.000000E+0	7.799240E+0	7.799240E+0	79.345045E+0
239	40.000000E+0	7.799240E+0	7.799240E+0	79.345045E+0
240	40.000000E+0	4.166426E+0	4.166426E+0	82.148865E+0
241	40.000000E+0	4.166426E+0	4.166426E+0	82.148865E+0
242	40.000000E+0	4.166426E+0	4.166426E+0	82.148865E+0
243	40.000000E+0	4.166426E+0	4.166426E+0	82.148865E+0
244	40.000000E+0	388.643682E-3	388.643682E-3	83.891321E+0
245	40.000000E+0	388.643682E-3	388.643682E-3	83.891321E+0
246	40.000000E+0	388.643682E-3	388.643682E-3	83.891321E+0
247	40.000000E+0	388.643682E-3	388.643682E-3	83.891321E+0
248	40.000000E+0	388.643682E-3	388.643682E-3	83.891321E+0
249	40.000000E+0	-3.291206E+0	-3.291206E+0	84.340946E+0
250	40.000000E+0	-3.291206E+0	-3.291206E+0	84.340946E+0
251	40.000000E+0	-3.291206E+0	-3.291206E+0	84.340946E+0
252	40.000000E+0	-6.939633E+0	-6.939633E+0	83.429342E+0
253	40.000000E+0	-6.939633E+0	-6.939633E+0	83.429342E+0
254	40.000000E+0	-6.939633E+0	-6.939633E+0	83.429342E+0
255	40.000000E+0	-6.939633E+0	-6.939633E+0	83.429342E+0
256	40.000000E+0	-10.503782E+0	-10.503782E+0	82.794376E+0
257	40.000000E+0	-10.503782E+0	-10.503782E+0	82.794376E+0
258	40.000000E+0	-10.503782E+0	-10.503782E+0	82.794376E+0
259	40.000000E+0	-10.503782E+0	-10.503782E+0	82.794376E+0
260	40.000000E+0	-14.020595E+0	-14.020595E+0	86.158784E+0
261	40.000000E+0	-14.020595E+0	-14.020595E+0	86.158784E+0
262	40.000000E+0	-14.020595E+0	-14.020595E+0	86.158784E+0
263	-40.000000E+0	-14.020595E+0	-14.020595E+0	86.158784E+0
264	-40.000000E+0	-14.020595E+0	-14.020595E+0	86.158784E+0
265	-40.000000E+0	-17.320974E+0	-17.320974E+0	83.783825E+0
266	-40.000000E+0	-17.320974E+0	-17.320974E+0	83.783825E+0
267	-40.000000E+0	-17.320974E+0	-17.320974E+0	83.783825E+0
268	-40.000000E+0	-21.131652E+0	-21.131652E+0	84.219880E+0
269	-40.000000E+0	-21.131652E+0	-21.131652E+0	84.219880E+0
270	-40.000000E+0	-21.131652E+0	-21.131652E+0	84.219880E+0
271	-40.000000E+0	-21.131652E+0	-21.131652E+0	84.219880E+0
272	-40.000000E+0	-21.131652E+0	-21.131652E+0	84.219880E+0
273	-40.000000E+0	-25.769342E+0	-25.769342E+0	85.742415E+0
274	-40.000000E+0	-25.769342E+0	-25.769342E+0	85.742415E+0
275	-40.000000E+0	-25.769342E+0	-25.769342E+0	85.742415E+0
276	-40.000000E+0	-25.769342E+0	-25.769342E+0	85.742415E+0
277	-40.000000E+0	-25.568001E+0	-25.568001E+0	78.645285E+0
278	-40.000000E+0	-25.568001E+0	-25.568001E+0	78.645285E+0
279	-40.000000E+0	-25.568001E+0	-25.568001E+0	78.645285E+0
280	-40.000000E+0	-25.568001E+0	-25.568001E+0	78.645285E+0
281	-40.000000E+0	-21.763395E+0	-21.763395E+0	83.941362E+0
282	-40.000000E+0	-21.763395E+0	-21.763395E+0	83.941362E+0
283	-40.000000E+0	-21.763395E+0	-21.763395E+0	83.941362E+0
284	-40.000000E+0	-21.763395E+0	-21.763395E+0	83.941362E+0
285	-40.000000E+0	-16.933411E+0	-16.933411E+0	82.410923E+0
286	-40.000000E+0	-16.933411E+0	-16.933411E+0	82.410923E+0
287	-40.000000E+0	-16.933411E+0	-16.933411E+0	82.410923E+0
288	-40.000000E+0	-11.966381E+0	-11.966381E+0	81.866016E+0
289	-40.000000E+0	-11.966381E+0	-11.966381E+0	81.866016E+0
290	-40.000000E+0	-11.966381E+0	-11.966381E+0	81.866016E+0
291	-40.000000E+0	-11.966381E+0	-11.966381E+0	81.866016E+0
292	-40.000000E+0	-7.528556E+0	-7.528556E+0	74.878882E+0
293	-40.000000E+0	-7.528556E+0	-7.528556E+0	74.878882E+0
294	-40.000000E+0	-7.528556E+0	-7.528556E+0	74.878882E+0
295	-40.000000E+0	-7.528556E+0	-7.528556E+0	74.878882E+0
296	-40.000000E+0	-7.528556E+0	-7.528556E+0	74.878882E+0
297	-40.000000E+0	-3.247261E+0	-3.247261E+0	76.203348E+0
298	-40.000000E+0	-3.247261E+0	-3.247261E+0	76.203348E+0
299	-40.000000E+0	-3.247261E+0	-3.247261E+0	76.203348E+0
300	-40.000000E+0	695.950583E-3	695.950583E-3	66.074975E+0
301	-40.000000E+0	695.950583E-3	695.950583E-3	66.074975E+0
302	-40.000000E+0	695.950583E-3	695.950583E-3	66.074975E+0
303	-40.000000E+0	695.950583E-3	695.950583E-3	66.074975E+0
304	-40.000000E+0	695.950583E-3	695.950583E-3	66.074975E+0
305	-40.000000E+0	4.682943E+0	4.682943E+0	70.057999E+0
306	-40.000000E+0	4.682943E+0	4.682943E+0	70.057999E+0
307	-40.000000E+0	4.682943E+0	4.682943E+0	70.057999E+0
308	-40.000000E+0	4.682943E+0	4.682943E+0	70.057999E+0
309	-40.000000E+0	8.515081E+0	8.515081E+0	86.045218E+0
310	-40.000000E+0	8.515081E+0	8.515081E+0	86.045218E+0
311	-40.000000E+0	8.515081E+0	8.515081E+0	86.045218E+0
312	-40.000000E+0	8.515081E+0	8.515081E+0	86.045218E+0
313	-40.000000E+0	12.274082E+0	12.274082E+0	93.656926E+0
314	-40.000000E+0	12.274082E+0	12.274082E+0	93.656926E+0
315	-40.000000E+0	12.274082E+0	12.274082E+0	93.656926E+0
316	-40.000000E+0	15.806687E+0	15.806687E+0	93.461559E+0
317	-40.000000E+0	15.806687E+0	15.806687E+0	93.461559E+0
318	-40.000000E+0	15.806687E+0	15.806687E+0	93.461559E+0
319	-40.000000E+0	15.806687E+0	15.806687E+0	93.461559E+0
320	-40.000000E+0	15.806687E+0	15.806687E+0	93.461559E+0
321	-40.000000E+0	19.518465E+0	19.518465E+0	90.940197E+0
322	-40.000000E+0	19.518465E+0	19.518465E+0	90.940197E+0
323	40.000000E+0	19.518465E+0	19.518465E+0	90.940197E+0
324	40.000000E+0	19.518465E+0	19.518465E+0	90.940197E+0
325	40.000000E+0	22.838920E+0	22.838920E+0	80.958383E+0
326	40.000000E+0	22.838920E+0	22.838920E+0	80.958383E+0
327	40.000000E+0	22.838920E+0	22.838920E+0	80.958383E+0
328	40.000000E+0	22.838920E+0	22.838920E+0	80.958383E+0
329	40.000000E+0	27.152816E+0	27.152816E+0	79.309354E+0
330	40.000000E+0	27.152816E+0	27.152816E+0	79.309354E+0
331	40.000000E+0	27.152816E+0	27.152816E+0	79.309354E+0
332	40.000000E+0	27.152816E+0	27.152816E+0	79.309354E+0
333	40.000000E+0	32.703666E+0	32.703666E+0	86.462549E+0
334	40.000000E+0	32.703666E+0	32.703666E+0	86.462549E+0
335	40.000000E+0	32.703666E+0	32.703666E+0	86.462549E+0
336	40.000000E+0	32.703666E+0	32.703666E+0	86.462549E+0
337	40.000000E+0	33.845442E+0	33.845442E+0	89.308590E+0
338	40.000000E+0	33.845442E+0	33.845442E+0	89.308590E+0
339	40.000000E+0	33.845442E+0	33.845442E+0	89.308590E+0
340	40.000000E+0	33.845442E+0	33.845442E+0	89.308590E+0
341	40.000000E+0	31.655767E+0	31.655767E+0	88.516048E+0
342	40.000000E+0	31.655767E+0	31.655767E+0	88.516048E+0
343	40.000000E+0	31.655767E+0	31.655767E+0	88.516048E+0
344	40.000000E+0	31.655767E+0	31.655767E+0	88.516048E+0
345	40.000000E+0	27.974714E+0	27.974714E+0	80.883984E+0
346	40.000000E+0	27.974714E+0	27.974714E+0	80.883984E+0
347	40.000000E+0	27.974714E+0	27.974714E+0	80.883984E+0
348	40.000000E+0	27.974714E+0	27.974714E+0	80.883984E+0
349	40.000000E+0	23.785946E+0	23.785946E+0	76.467184E+0
350	40.000000E+0	23.785946E+0	23.785946E+0	76.467184E+0
351	40.000000E+0	23.785946E+0	23.785946E+0	76.467184E+0
352	40.000000E+0	23.785946E+0	23.785946E+0	76.467184E+0
353	40.000000E+0	19.721348E+0	19.721348E+0	77.561606E+0
354	40.000000E+0	19.721348E+0	19.721348E+0	77.561606E+0
355	40.000000E+0	19.721348E+0	19.721348E+0	77.561606E+0
356	40.000000E+0	19.721348E+0	19.721348E+0	77.561606E+0
357	40.000000E+0	15.675163E+0	15.675163E+0	76.945597E+0
358	40.000000E+0	15.675163E+0	15.675163E+0	76.945597E+0
359	40.000000E+0	15.675163E+0	15.675163E+0	76.945597E+0
360	40.000000E+0	15.675163E+0	15.675163E+0	76.945597E+0
361	40.000000E+0	11.802109E+0	11.802109E+0	76.449554E+0
362	40.000000E+0	11.802109E+0	11.802109E+0	76.449554E+0
363	40.000000E+0	11.802109E+0	11.802109E+0	76.449554E+0
364	40.000000E+0	11.802109E+0	11.802109E+0	76.449554E+0
365	40.000000E+0	8.116320E+0	8.116320E+0	78.071168E+0
366	40.000000E+0	8.116320E+0	8.116320E+0	78.071168E+0
367	40.000000E+0	8.116320E+0	8.116320E+0	78.071168E+0
368	40.000000E+0	8.116320E+0	8.116320E+0	78.071168E+0
369	40.000000E+0	4.323312E+0	4.323312E+0	75.930926E+0
370	40.000000E+0	4.323312E+0	4.323312E+0	75.930926E+0
371	40.000000E+0	4.323312E+0	4.323312E+0	75.930926E+0
372	40.000000E+0	4.323312E+0	4.323312E+0	75.930926E+0
373	40.000000E+0	1.004790E+0	1.004790E+0	87.141696E+0
374	40.000000E+0	1.004790E+0	1.004790E+0	87.141696E+0
375	40.000000E+0	1.004790E+0	1.004790E+0	87.141696E+0
376	40.000000E+0	1.004790E+0	1.004790E+0	87.141696E+0
377	40.000000E+0	-2.626088E+0	-2.626088E+0	89.622895E+0
378	40.000000E+0	-2.626088E+0	-2.626088E+0	89.622895E+0
379	40.000000E+0	-2.626088E+0	-2.626088E+0	89.622895E+0
380	40.000000E+0	-2.626088E+0	-2.626088E+0	89.622895E+0
381	40.000000E+0	-6.201425E+0	-6.201425E+0	90.738145E+0
382	40.000000E+0	-6.201425E+0	-6.201425E+0	90.738145E+0
383	-40.000000E+0	-6.201425E+0	-6.201425E+0	90.738145E+0
384	-40.000000E+0	-6.201425E+0	-6.201425E+0	90.738145E+0
385	-40.000000E+0	-9.749753E+0	-9.749753E+0	84.280782E+0
386	-40.000000E+0	-9.749753E+0	-9.749753E+0	84.280782E+0
387	-40.000000E+0	-9.749753E+0	-9.749753E+0	84.280782E+0
388	-40.000000E+0	-9.749753E+0	-9.749753E+0	84.280782E+0
389	-40.000000E+0	-13.552071E+0	-13.552071E+0	81.296200E+0
390	-40.000000E+0	-13.552071E+0	-13.552071E+0	81.296200E+0
391	-40.000000E+0	-13.552071E+0	-13.552071E+0	81.296200E+0
392	-40.000000E+0	-13.552071E+0	-13.552071E+0	81.296200E+0
393	-40.000000E+0	-16.464484E+0	-16.464484E+0	81.651747E+0
394	-40.000000E+0	-16.464484E+0	-16.464484E+0	81.651747E+0
