   7,0000000e+00
   8,0980991e+00
   9,1765308e+00
   1,0216106e+01
   1,1198581e+01
   1,2107101e+01
   1,2926608e+01
   1,3644207e+01
   1,4249476e+01
   1,4734718e+01
   1,5095140e+01
   1,5328972e+01
   1,5437493e+01
   1,5425004e+01
   1,5298704e+01
   1,5068513e+01
   1,4746817e+01
   1,4348156e+01
   1,3888858e+01
   1,3386630e+01
   1,2860112e+01
   1,2328413e+01
   1,1810633e+01
   1,1325381e+01
   1,0890315e+01
   1,0521697e+01
   1,0233985e+01
   1,0039475e+01
   9,9479856e+00
   9,9666160e+00
   1,0099563e+01
   1,0348013e+01
   1,0710111e+01
   1,1180995e+01
   1,1752923e+01
   1,2415449e+01
   1,3155685e+01
   1,3958616e+01
   1,4807460e+01
   1,5684091e+01
   1,6569473e+01
   1,7444137e+01
   1,8288651e+01
   1,9084105e+01
   1,9812574e+01
   2,0457556e+01
   2,1004384e+01
   2,1440580e+01
   2,1756170e+01
   2,1943924e+01
   2,1999536e+01
   2,1921729e+01
   2,1712290e+01
   2,1376020e+01
   2,0920621e+01
   2,0356505e+01
   1,9696535e+01
   1,8955713e+01
   1,8150804e+01
   1,7299932e+01
   1,6422126e+01
   1,5536856e+01
   1,4663553e+01
   1,3821133e+01
   1,3027529e+01
   1,2299255e+01
   1,1650996e+01
   1,1095254e+01
   1,0642039e+01
   1,0298625e+01
   1,0069378e+01
   9,9556487e+00
   9,9557432e+00
   1,0064972e+01
   1,0275768e+01
   1,0577880e+01
   1,0958631e+01
   1,1403233e+01
   1,1895164e+01
   1,2416576e+01
   1,2948743e+01
   1,3472533e+01
   1,3968881e+01
   1,4419271e+01
   1,4806194e+01
   1,5113595e+01
   1,5327268e+01
   1,5435218e+01
   1,5427963e+01
   1,5298774e+01
   1,5043851e+01
   1,4662420e+01
   1,4156761e+01
   1,3532159e+01
   1,2796782e+01
   1,1961481e+01
   1,1039536e+01
   1,0046331e+01
   8,9989816e+00
   7,9159206e+00
   6,8164498e+00
   5,7202698e+00
   4,6470014e+00
   3,6157080e+00
   2,6444319e+00
   1,7497559e+00
   9,4640139e-01
   2,4687126e-01
  -3,3885112e-01
  -8,0354161e-01
  -1,1429065e+00
  -1,3556815e+00
  -1,4436560e+00
  -1,4116217e+00
  -1,2672476e+00
  -1,0208833e+00
  -6,8529717e-01
