   0,0000000e+00
   1,2572574e-01
   2,5144651e-01
   3,7715735e-01
   5,0285328e-01
   6,2852934e-01
   7,5418056e-01
   8,7980198e-01
   1,0053886e+00
   1,1309356e+00
   1,2564378e+00
   1,3818904e+00
   1,5072883e+00
   1,6326267e+00
   1,7579006e+00
   1,8831050e+00
   2,0082350e+00
   2,1332857e+00
   2,2582520e+00
   2,3831291e+00
   2,5079120e+00
   2,6325958e+00
   2,7571756e+00
   2,8816464e+00
   3,0060034e+00
   3,1302415e+00
   3,2543560e+00
   3,3783418e+00
   3,5021942e+00
   3,6259081e+00
   3,7494788e+00
   3,8729013e+00
   3,9961707e+00
   4,1192822e+00
   4,2422309e+00
   4,3650120e+00
   4,4876206e+00
   4,6100519e+00
   4,7323009e+00
   4,8543630e+00
   4,9762332e+00
   5,0979068e+00
   5,2193789e+00
   5,3406448e+00
   5,4616996e+00
   5,5825386e+00
   5,7031570e+00
   5,8235499e+00
   5,9437128e+00
   6,0636408e+00
   6,1833291e+00
   6,3027731e+00
   6,4219681e+00
   6,5409092e+00
   6,6595919e+00
   6,7780114e+00
   6,8961630e+00
   7,0140421e+00
   7,1316441e+00
   7,2489642e+00
   7,3659979e+00
   7,4827404e+00
   7,5991873e+00
   7,7153338e+00
   7,8311755e+00
   7,9467077e+00
   8,0619259e+00
   8,1768254e+00
   8,2914019e+00
   8,4056506e+00
   8,5195673e+00
   8,6331472e+00
   8,7463860e+00
   8,8592791e+00
   8,9718221e+00
   9,0840106e+00
   9,1958401e+00
   9,3073062e+00
   9,4184045e+00
   9,5291306e+00
   9,6394802e+00
   9,7494488e+00
   9,8590321e+00
   9,9682258e+00
   1,0077026e+01
   1,0185427e+01
   1,0293426e+01
   1,0401019e+01
   1,0508200e+01
   1,0614966e+01
   1,0721312e+01
   1,0827235e+01
   1,0932730e+01
   1,1037793e+01
   1,1142420e+01
   1,1246606e+01
   1,1350348e+01
   1,1453642e+01
   1,1556483e+01
   1,1658867e+01
   1,1760790e+01
   1,1862249e+01
   1,1963239e+01
   1,2063756e+01
   1,2163796e+01
   1,2263356e+01
   1,2362431e+01
   1,2461018e+01
   1,2559112e+01
   1,2656709e+01
   1,2753807e+01
   1,2850401e+01
   1,2946487e+01
   1,3042061e+01
   1,3137120e+01
   1,3231659e+01
   1,3325676e+01
   1,3419166e+01
   1,3512126e+01
   1,3604552e+01
   1,3696440e+01
   1,3787787e+01
   1,3878589e+01
   1,3968843e+01
   1,4058545e+01
   1,4147691e+01
   1,4236278e+01
   1,4324302e+01
   1,4411761e+01
   1,4498650e+01
   1,4584966e+01
   1,4670705e+01
   1,4755865e+01
   1,4840442e+01
   1,4924432e+01
   1,5007832e+01
   1,5090640e+01
   1,5172851e+01
   1,5254462e+01
   1,5335471e+01
   1,5415873e+01
   1,5495667e+01
   1,5574848e+01
   1,5653413e+01
   1,5731360e+01
   1,5808685e+01
   1,5885386e+01
   1,5961459e+01
   1,6036901e+01
   1,6111709e+01
   1,6185881e+01
   1,6259413e+01
   1,6332302e+01
   1,6404546e+01
   1,6476142e+01
   1,6547086e+01
   1,6617377e+01
   1,6687011e+01
   1,6755986e+01
   1,6824298e+01
   1,6891946e+01
   1,6958926e+01
   1,7025236e+01
   1,7090873e+01
   1,7155834e+01
   1,7220118e+01
   1,7283721e+01
   1,7346642e+01
   1,7408876e+01
   1,7470423e+01
   1,7531279e+01
   1,7591443e+01
   1,7650911e+01
   1,7709682e+01
   1,7767753e+01
   1,7825122e+01
   1,7881787e+01
   1,7937744e+01
   1,7992993e+01
   1,8047531e+01
   1,8101356e+01
   1,8154465e+01
   1,8206857e+01
   1,8258530e+01
   1,8309481e+01
   1,8359708e+01
   1,8409210e+01
   1,8457984e+01
   1,8506029e+01
   1,8553343e+01
   1,8599923e+01
   1,8645769e+01
   1,8690877e+01
   1,8735247e+01
   1,8778877e+01
   1,8821764e+01
   1,8863908e+01
   1,8905306e+01
   1,8945957e+01
   1,8985860e+01
   1,9025012e+01
   1,9063412e+01
   1,9101059e+01
   1,9137951e+01
   1,9174087e+01
   1,9209465e+01
   1,9244084e+01
   1,9277943e+01
   1,9311039e+01
   1,9343373e+01
   1,9374942e+01
   1,9405746e+01
   1,9435782e+01
   1,9465051e+01
   1,9493550e+01
   1,9521279e+01
   1,9548237e+01
   1,9574422e+01
   1,9599833e+01
   1,9624470e+01
   1,9648332e+01
   1,9671417e+01
   1,9693724e+01
   1,9715254e+01
   1,9736004e+01
   1,9755975e+01
   1,9775164e+01
   1,9793572e+01
   1,9811198e+01
   1,9828041e+01
   1,9844101e+01
   1,9859376e+01
   1,9873867e+01
   1,9887572e+01
   1,9900491e+01
   1,9912624e+01
   1,9923970e+01
   1,9934529e+01
   1,9944299e+01
   1,9953282e+01
   1,9961476e+01
   1,9968882e+01
   1,9975498e+01
   1,9981325e+01
   1,9986362e+01
   1,9990609e+01
   1,9994066e+01
   1,9996734e+01
   1,9998611e+01
   1,9999697e+01
   1,9999994e+01
   1,9999500e+01
   1,9998216e+01
   1,9996141e+01
   1,9993276e+01
   1,9989621e+01
   1,9985176e+01
   1,9979942e+01
   1,9973918e+01
   1,9967104e+01
   1,9959502e+01
   1,9951110e+01
   1,9941931e+01
   1,9931963e+01
   1,9921207e+01
   1,9909665e+01
   1,9897335e+01
   1,9884219e+01
   1,9870318e+01
   1,9855631e+01
   1,9840160e+01
   1,9823904e+01
   1,9806865e+01
   1,9789044e+01
   1,9770440e+01
   1,9751055e+01
   1,9730890e+01
   1,9709945e+01
   1,9688220e+01
   1,9665718e+01
   1,9642439e+01
   1,9618384e+01
   1,9593553e+01
   1,9567948e+01
   1,9541570e+01
   1,9514419e+01
   1,9486497e+01
   1,9457806e+01
   1,9428345e+01
   1,9398117e+01
   1,9367121e+01
   1,9335361e+01
   1,9302837e+01
   1,9269549e+01
   1,9235501e+01
   1,9200692e+01
   1,9165124e+01
   1,9128799e+01
   1,9091718e+01
   1,9053883e+01
   1,9015294e+01
   1,8975954e+01
   1,8935865e+01
   1,8895027e+01
   1,8853442e+01
   1,8811112e+01
   1,8768039e+01
   1,8724224e+01
   1,8679669e+01
   1,8634376e+01
   1,8588347e+01
   1,8541583e+01
   1,8494087e+01
