mercredi 25 mars 2020	17:52:18	Sampling Period : 50  ms		CL

t	Alpha [deg]	Position [cm]	X [pixel]	Y [pixel]	  	  	  	  
134	16.226269E+0	15.822780E+0	1.307312E+3	78.401176E+0
135	15.255770E+0	15.822780E+0	1.307312E+3	78.401176E+0
136	14.160871E+0	14.096172E+0	1.266139E+3	80.201795E+0
137	12.976516E+0	14.096172E+0	1.266139E+3	80.201795E+0
138	8.269195E+0	14.096172E+0	1.266139E+3	80.201795E+0
139	7.000675E+0	14.096172E+0	1.266139E+3	80.201795E+0
140	5.755947E+0	12.354275E+0	1.224602E+3	80.121505E+0
141	4.572413E+0	12.354275E+0	1.224602E+3	80.121505E+0
142	-15.488547E-3	12.354275E+0	1.224602E+3	80.121505E+0
143	-989.724302E-3	12.354275E+0	1.224602E+3	80.121505E+0
144	-1.804535E+0	10.668048E+0	1.184392E+3	81.179039E+0
145	-2.434561E+0	10.668048E+0	1.184392E+3	81.179039E+0
146	-6.248601E+0	10.668048E+0	1.184392E+3	81.179039E+0
147	-6.469725E+0	10.668048E+0	1.184392E+3	81.179039E+0
148	-6.460962E+0	9.652283E+0	1.160170E+3	80.860676E+0
149	-6.218880E+0	9.652283E+0	1.160170E+3	80.860676E+0
150	-7.787787E+0	9.652283E+0	1.160170E+3	80.860676E+0
151	-7.103146E+0	9.652283E+0	1.160170E+3	80.860676E+0
152	-6.210957E+0	9.398231E+0	1.154112E+3	79.849864E+0
153	-5.131173E+0	9.398231E+0	1.154112E+3	79.849864E+0
154	-4.399384E+0	9.398231E+0	1.154112E+3	79.849864E+0
155	-3.026159E+0	9.398231E+0	1.154112E+3	79.849864E+0
156	-1.552596E+0	9.964762E+0	1.167621E+3	77.114270E+0
157	-14.546827E-3	9.964762E+0	1.167621E+3	77.114270E+0
158	2.688876E+0	9.964762E+0	1.167621E+3	77.114270E+0
159	4.246982E+0	9.964762E+0	1.167621E+3	77.114270E+0
160	5.753827E+0	10.879022E+0	1.189423E+3	76.251659E+0
161	7.171250E+0	10.879022E+0	1.189423E+3	76.251659E+0
162	10.300535E+0	10.879022E+0	1.189423E+3	76.251659E+0
163	11.441787E+0	10.879022E+0	1.189423E+3	76.251659E+0
164	12.393328E+0	12.057774E+0	1.217532E+3	75.320073E+0
165	13.129187E+0	12.057774E+0	1.217532E+3	75.320073E+0
166	15.997563E+0	12.057774E+0	1.217532E+3	75.320073E+0
167	16.255963E+0	12.057774E+0	1.217532E+3	75.320073E+0
168	16.251973E+0	13.092197E+0	1.242199E+3	75.541091E+0
169	15.981662E+0	13.092197E+0	1.242199E+3	75.541091E+0
170	17.526450E+0	13.092197E+0	1.242199E+3	75.541091E+0
171	16.746558E+0	13.092197E+0	1.242199E+3	75.541091E+0
172	15.724933E+0	13.618305E+0	1.254744E+3	75.457194E+0
173	14.481195E+0	13.618305E+0	1.254744E+3	75.457194E+0
174	14.097453E+0	13.618305E+0	1.254744E+3	75.457194E+0
175	12.493060E+0	13.618305E+0	1.254744E+3	75.457194E+0
176	10.752971E+0	13.450454E+0	1.250742E+3	76.159039E+0
177	8.912817E+0	13.450454E+0	1.250742E+3	76.159039E+0
178	6.672864E+0	13.450454E+0	1.250742E+3	76.159039E+0
179	4.744924E+0	13.450454E+0	1.250742E+3	76.159039E+0
180	2.832166E+0	12.800245E+0	1.235237E+3	77.415958E+0
181	972.637412E-3	12.800245E+0	1.235237E+3	77.415958E+0
182	-2.104283E+0	12.800245E+0	1.235237E+3	77.415958E+0
183	-3.757608E+0	12.800245E+0	1.235237E+3	77.415958E+0
184	-5.257573E+0	12.014746E+0	1.216505E+3	80.221614E+0
185	-6.578207E+0	12.014746E+0	1.216505E+3	80.221614E+0
186	-9.277231E+0	12.014746E+0	1.216505E+3	80.221614E+0
187	-10.189020E+0	12.014746E+0	1.216505E+3	80.221614E+0
188	-10.874549E+0	11.469007E+0	1.203492E+3	79.218182E+0
189	-11.329774E+0	11.469007E+0	1.203492E+3	79.218182E+0
190	-12.653634E+0	11.469007E+0	1.203492E+3	79.218182E+0
191	-12.665792E+0	11.469007E+0	1.203492E+3	79.218182E+0
192	-12.471561E+0	11.950272E+0	1.214968E+3	78.300746E+0
193	-12.090262E+0	11.950272E+0	1.214968E+3	78.300746E+0
194	-10.578849E+0	11.950272E+0	1.214968E+3	78.300746E+0
195	-9.895863E+0	11.950272E+0	1.214968E+3	78.300746E+0
196	-9.111091E+0	11.950272E+0	1.214968E+3	78.300746E+0
197	-8.259693E+0	13.411684E+0	1.249817E+3	79.385476E+0
198	-7.378804E+0	13.411684E+0	1.249817E+3	79.385476E+0
199	-3.569168E+0	13.411684E+0	1.249817E+3	79.385476E+0
200	-2.729319E+0	15.536105E+0	1.300476E+3	77.031811E+0
201	-1.973842E+0	15.536105E+0	1.300476E+3	77.031811E+0
202	2.931732E+0	15.536105E+0	1.300476E+3	77.031811E+0
203	3.435544E+0	15.536105E+0	1.300476E+3	77.031811E+0
204	3.757017E+0	15.536105E+0	1.300476E+3	77.031811E+0
205	3.870972E+0	17.738342E+0	1.352991E+3	77.063193E+0
206	3.757109E+0	17.738342E+0	1.352991E+3	77.063193E+0
207	7.827023E+0	17.738342E+0	1.352991E+3	77.063193E+0
208	6.399218E+0	17.738342E+0	1.352991E+3	77.063193E+0
209	6.399218E+0	19.711964E+0	1.400055E+3	77.669809E+0
210	5.305830E+0	19.711964E+0	1.400055E+3	77.669809E+0
211	7.936447E+0	19.711964E+0	1.400055E+3	77.669809E+0
212	6.391702E+0	19.711964E+0	1.400055E+3	77.669809E+0
213	4.639169E+0	20.994226E+0	1.430632E+3	79.067752E+0
214	2.704182E+0	20.994226E+0	1.430632E+3	79.067752E+0
215	3.193805E+0	20.994226E+0	1.430632E+3	79.067752E+0
216	999.546404E-3	20.994226E+0	1.430632E+3	79.067752E+0
217	-1.277830E+0	22.066472E+0	1.456200E+3	80.528878E+0
218	-3.600103E+0	22.066472E+0	1.456200E+3	80.528878E+0
219	-3.772783E+0	22.066472E+0	1.456200E+3	80.528878E+0
220	-6.056206E+0	22.066472E+0	1.456200E+3	80.528878E+0
221	-8.267357E+0	23.117232E+0	1.481257E+3	80.825543E+0
222	-10.369508E+0	23.117232E+0	1.481257E+3	80.825543E+0
223	-10.216576E+0	23.117232E+0	1.481257E+3	80.825543E+0
224	-11.991578E+0	23.117232E+0	1.481257E+3	80.825543E+0
225	-13.566677E+0	23.951022E+0	1.501140E+3	81.832660E+0
226	-14.920444E+0	23.951022E+0	1.501140E+3	81.832660E+0
227	-14.360926E+0	23.951022E+0	1.501140E+3	81.832660E+0
228	-15.221337E+0	24.991213E+0	1.525944E+3	82.746520E+0
229	-15.829839E+0	24.991213E+0	1.525944E+3	82.746520E+0
230	-14.097451E+0	24.991213E+0	1.525944E+3	82.746520E+0
231	-14.203228E+0	24.991213E+0	1.525944E+3	82.746520E+0
232	-14.080465E+0	24.991213E+0	1.525944E+3	82.746520E+0
233	-13.748325E+0	26.591093E+0	1.564095E+3	82.773995E+0
234	-13.230967E+0	26.591093E+0	1.564095E+3	82.773995E+0
235	-9.341162E+0	26.591093E+0	1.564095E+3	82.773995E+0
236	-8.526618E+0	26.591093E+0	1.564095E+3	82.773995E+0
237	-7.622621E+0	28.593683E+0	1.611849E+3	85.351886E+0
238	-6.666190E+0	28.593683E+0	1.611849E+3	85.351886E+0
239	-1.670185E+0	28.593683E+0	1.611849E+3	85.351886E+0
240	-703.158337E-3	28.593683E+0	1.611849E+3	85.351886E+0
241	202.764741E-3	30.771423E+0	1.663780E+3	85.103295E+0
242	1.012067E+0	30.771423E+0	1.663780E+3	85.103295E+0
243	6.069167E+0	30.771423E+0	1.663780E+3	85.103295E+0
244	6.611988E+0	30.771423E+0	1.663780E+3	85.103295E+0
245	6.970912E+0	33.437815E+0	1.727363E+3	83.669118E+0
246	7.125705E+0	33.437815E+0	1.727363E+3	83.669118E+0
247	12.420955E+0	33.437815E+0	1.727363E+3	83.669118E+0
248	12.155338E+0	33.437815E+0	1.727363E+3	83.669118E+0
249	11.658511E+0	33.465322E+0	1.728019E+3	82.242517E+0
250	10.933460E+0	33.465322E+0	1.728019E+3	82.242517E+0
251	10.044456E+0	33.465322E+0	1.728019E+3	82.242517E+0
252	8.895984E+0	33.465322E+0	1.728019E+3	82.242517E+0
253	7.563295E+0	33.465674E+0	1.728028E+3	82.652372E+0
254	4.451143E+0	33.465674E+0	1.728028E+3	82.652372E+0
255	4.451143E+0	33.465674E+0	1.728028E+3	82.652372E+0
256	2.733707E+0	33.465674E+0	1.728028E+3	82.652372E+0
257	955.991615E-3	32.989084E+0	1.716663E+3	82.076765E+0
258	-844.064529E-3	32.989084E+0	1.716663E+3	82.076765E+0
259	-3.585447E+0	32.989084E+0	1.716663E+3	82.076765E+0
260	-5.318022E+0	32.989084E+0	1.716663E+3	82.076765E+0
261	-6.956851E+0	32.660265E+0	1.708822E+3	78.191687E+0
262	-8.465635E+0	32.660265E+0	1.708822E+3	78.191687E+0
263	-10.471723E+0	32.660265E+0	1.708822E+3	78.191687E+0
264	-11.626524E+0	32.660265E+0	1.708822E+3	78.191687E+0
265	-12.561903E+0	32.516517E+0	1.705394E+3	76.458445E+0
266	-13.257010E+0	32.516517E+0	1.705394E+3	76.458445E+0
267	-13.985326E+0	32.516517E+0	1.705394E+3	76.458445E+0
268	-14.160770E+0	32.516517E+0	1.705394E+3	76.458445E+0
269	-14.067223E+0	32.882468E+0	1.714120E+3	78.479512E+0
270	-13.707140E+0	32.882468E+0	1.714120E+3	78.479512E+0
271	-12.353526E+0	32.882468E+0	1.714120E+3	78.479512E+0
272	-11.488200E+0	32.882468E+0	1.714120E+3	78.479512E+0
273	-10.399114E+0	32.528342E+0	1.705676E+3	79.332296E+0
274	-9.111110E+0	32.528342E+0	1.705676E+3	79.332296E+0
275	-8.365210E+0	32.528342E+0	1.705676E+3	79.332296E+0
276	-6.774245E+0	32.528342E+0	1.705676E+3	79.332296E+0
277	-5.082197E+0	32.614210E+0	1.707723E+3	77.911233E+0
278	-3.326760E+0	32.614210E+0	1.707723E+3	77.911233E+0
279	-1.374083E+0	32.614210E+0	1.707723E+3	77.911233E+0
280	392.680333E-3	32.614210E+0	1.707723E+3	77.911233E+0
281	2.107308E+0	32.954699E+0	1.715843E+3	79.196001E+0
282	3.733636E+0	32.954699E+0	1.715843E+3	79.196001E+0
283	5.922576E+0	32.954699E+0	1.715843E+3	79.196001E+0
284	7.278801E+0	32.954699E+0	1.715843E+3	79.196001E+0
285	8.457569E+0	33.584511E+0	1.730861E+3	79.961393E+0
286	9.438028E+0	33.584511E+0	1.730861E+3	79.961393E+0
287	11.470636E+0	33.584511E+0	1.730861E+3	79.961393E+0
288	12.020135E+0	33.584511E+0	1.730861E+3	79.961393E+0
289	12.342415E+0	34.164198E+0	1.744685E+3	80.281340E+0
290	12.439841E+0	34.164198E+0	1.744685E+3	80.281340E+0
291	13.485953E+0	34.164198E+0	1.744685E+3	80.281340E+0
292	13.170353E+0	34.164198E+0	1.744685E+3	80.281340E+0
293	12.672024E+0	34.503938E+0	1.752786E+3	80.725614E+0
294	12.015516E+0	34.503938E+0	1.752786E+3	80.725614E+0
295	11.912594E+0	34.503938E+0	1.752786E+3	80.725614E+0
296	11.033401E+0	34.503938E+0	1.752786E+3	80.725614E+0
297	10.092726E+0	34.547740E+0	1.753831E+3	80.405876E+0
298	9.127800E+0	34.547740E+0	1.753831E+3	80.405876E+0
299	8.264889E+0	34.547740E+0	1.753831E+3	80.405876E+0
300	7.366624E+0	34.547740E+0	1.753831E+3	80.405876E+0
301	6.557974E+0	34.549173E+0	1.753865E+3	79.937944E+0
302	5.874458E+0	34.549173E+0	1.753865E+3	79.937944E+0
303	5.351754E+0	34.549173E+0	1.753865E+3	79.937944E+0
304	5.013363E+0	34.549173E+0	1.753865E+3	79.937944E+0
305	4.887120E+0	34.500738E+0	1.752710E+3	79.319173E+0
306	4.993086E+0	34.500738E+0	1.752710E+3	79.319173E+0
307	5.248548E+0	34.500738E+0	1.752710E+3	79.319173E+0
308	5.856591E+0	34.500738E+0	1.752710E+3	79.319173E+0
309	6.723183E+0	34.303029E+0	1.747995E+3	78.787134E+0
310	7.845053E+0	34.303029E+0	1.747995E+3	78.787134E+0
311	8.815517E+0	34.303029E+0	1.747995E+3	78.787134E+0
312	10.412265E+0	34.303029E+0	1.747995E+3	78.787134E+0
313	12.219298E+0	34.301621E+0	1.747962E+3	78.787933E+0
314	14.211076E+0	34.301621E+0	1.747962E+3	78.787933E+0
315	16.354864E+0	34.301621E+0	1.747962E+3	78.787933E+0
316	18.622793E+0	34.301621E+0	1.747962E+3	78.787933E+0
317	20.975695E+0	34.353461E+0	1.749198E+3	78.650534E+0
318	23.375300E+0	34.353461E+0	1.749198E+3	78.650534E+0
319	28.262152E+0	34.353461E+0	1.749198E+3	78.650534E+0
320	28.262152E+0	34.353461E+0	1.749198E+3	78.650534E+0
321	30.567432E+0	34.969044E+0	1.763877E+3	79.645097E+0
322	32.765766E+0	34.969044E+0	1.763877E+3	79.645097E+0
323	36.060588E+0	34.969044E+0	1.763877E+3	79.645097E+0
324	37.953098E+0	34.969044E+0	1.763877E+3	79.645097E+0
325	39.648397E+0	35.024329E+0	1.765196E+3	78.222341E+0
326	41.125332E+0	35.024329E+0	1.765196E+3	78.222341E+0
327	42.479279E+0	35.024329E+0	1.765196E+3	78.222341E+0
328	43.478607E+0	35.024329E+0	1.765196E+3	78.222341E+0
329	44.229870E+0	33.483239E+0	1.728446E+3	79.968770E+0
330	44.735283E+0	33.483239E+0	1.728446E+3	79.968770E+0
331	41.905423E+0	33.483239E+0	1.728446E+3	79.968770E+0
332	41.934023E+0	33.483239E+0	1.728446E+3	79.968770E+0
333	41.758359E+0	30.463196E+0	1.656430E+3	79.406984E+0
334	41.402845E+0	30.463196E+0	1.656430E+3	79.406984E+0
335	34.825935E+0	30.463196E+0	1.656430E+3	79.406984E+0
336	34.170372E+0	30.463196E+0	1.656430E+3	79.406984E+0
337	33.431250E+0	26.929451E+0	1.572164E+3	75.233900E+0
338	32.645679E+0	26.929451E+0	1.572164E+3	75.233900E+0
339	24.748943E+0	26.929451E+0	1.572164E+3	75.233900E+0
340	23.949520E+0	26.929451E+0	1.572164E+3	75.233900E+0
341	23.217176E+0	23.227343E+0	1.483883E+3	75.643085E+0
342	22.587326E+0	23.227343E+0	1.483883E+3	75.643085E+0
343	14.651427E+0	23.227343E+0	1.483883E+3	75.643085E+0
344	14.284097E+0	23.227343E+0	1.483883E+3	75.643085E+0
345	14.106004E+0	20.197153E+0	1.411624E+3	76.032153E+0
346	14.137138E+0	20.197153E+0	1.411624E+3	76.032153E+0
347	8.301406E+0	20.197153E+0	1.411624E+3	76.032153E+0
348	8.758694E+0	20.197153E+0	1.411624E+3	76.032153E+0
349	9.451442E+0	17.733326E+0	1.352872E+3	73.679317E+0
350	6.571970E+0	17.733326E+0	1.352872E+3	73.679317E+0
351	6.571970E+0	17.733326E+0	1.352872E+3	73.679317E+0
352	7.903082E+0	17.733326E+0	1.352872E+3	73.679317E+0
353	9.421575E+0	15.945315E+0	1.310234E+3	75.344146E+0
354	11.102034E+0	15.945315E+0	1.310234E+3	75.344146E+0
355	9.320816E+0	15.945315E+0	1.310234E+3	75.344146E+0
356	11.214518E+0	15.945315E+0	1.310234E+3	75.344146E+0
357	13.171010E+0	14.580629E+0	1.277692E+3	76.741435E+0
358	15.152291E+0	14.580629E+0	1.277692E+3	76.741435E+0
359	14.376378E+0	14.580629E+0	1.277692E+3	76.741435E+0
360	16.276678E+0	14.580629E+0	1.277692E+3	76.741435E+0
361	18.085782E+0	13.541637E+0	1.252916E+3	76.842466E+0
362	19.767526E+0	13.541637E+0	1.252916E+3	76.842466E+0
363	19.200125E+0	13.541637E+0	1.252916E+3	76.842466E+0
364	20.520113E+0	13.541637E+0	1.252916E+3	76.842466E+0
365	21.623985E+0	12.599110E+0	1.230440E+3	76.719372E+0
366	22.491155E+0	12.599110E+0	1.230440E+3	76.719372E+0
367	21.211984E+0	12.599110E+0	1.230440E+3	76.719372E+0
368	21.556676E+0	12.599110E+0	1.230440E+3	76.719372E+0
369	21.636838E+0	11.483737E+0	1.203843E+3	77.621324E+0
370	21.455293E+0	11.483737E+0	1.203843E+3	77.621324E+0
371	18.778979E+0	11.483737E+0	1.203843E+3	77.621324E+0
372	18.095206E+0	11.483737E+0	1.203843E+3	77.621324E+0
373	17.193347E+0	9.903108E+0	1.166151E+3	77.228308E+0
374	16.098499E+0	9.903108E+0	1.166151E+3	77.228308E+0
375	11.663025E+0	9.903108E+0	1.166151E+3	77.228308E+0
376	10.258301E+0	9.903108E+0	1.166151E+3	77.228308E+0
377	8.758926E+0	8.020282E+0	1.121253E+3	76.823899E+0
378	7.202682E+0	8.020282E+0	1.121253E+3	76.823899E+0
379	1.843862E+0	8.020282E+0	1.121253E+3	76.823899E+0
380	271.411723E-3	8.020282E+0	1.121253E+3	76.823899E+0
381	-1.242422E+0	5.962931E+0	1.072193E+3	77.900207E+0
382	-2.661579E+0	5.962931E+0	1.072193E+3	77.900207E+0
383	-8.088014E+0	5.962931E+0	1.072193E+3	77.900207E+0
384	-9.241974E+0	5.962931E+0	1.072193E+3	77.900207E+0
385	-10.212657E+0	4.616495E+0	1.040086E+3	80.429562E+0
386	-10.979471E+0	4.616495E+0	1.040086E+3	80.429562E+0
387	-14.566256E+0	4.616495E+0	1.040086E+3	80.429562E+0
388	-14.566256E+0	4.616495E+0	1.040086E+3	80.429562E+0
389	-14.667057E+0	4.278074E+0	1.032016E+3	81.029626E+0
390	-14.538567E+0	4.278074E+0	1.032016E+3	81.029626E+0
391	-14.869699E+0	4.278074E+0	1.032016E+3	81.029626E+0
392	-14.317810E+0	4.278074E+0	1.032016E+3	81.029626E+0
393	-13.579589E+0	4.278074E+0	1.032016E+3	81.029626E+0
394	-12.679825E+0	5.139411E+0	1.052555E+3	81.831702E+0
395	-11.647598E+0	5.139411E+0	1.052555E+3	81.831702E+0
396	-8.784268E+0	5.139411E+0	1.052555E+3	81.831702E+0
397	-7.579221E+0	7.135924E+0	1.100164E+3	79.139138E+0
398	-6.347079E+0	7.135924E+0	1.100164E+3	79.139138E+0
399	-1.113101E+0	7.135924E+0	1.100164E+3	79.139138E+0
400	78.453911E-3	7.135924E+0	1.100164E+3	79.139138E+0
401	1.183319E+0	9.397927E+0	1.154104E+3	82.134831E+0
402	2.166095E+0	9.397927E+0	1.154104E+3	82.134831E+0
403	7.540773E+0	9.397927E+0	1.154104E+3	82.134831E+0
404	8.207675E+0	9.397927E+0	1.154104E+3	82.134831E+0
405	8.666075E+0	11.551667E+0	1.205463E+3	84.001090E+0
406	8.896176E+0	11.551667E+0	1.205463E+3	84.001090E+0
407	13.212636E+0	11.551667E+0	1.205463E+3	84.001090E+0
408	12.970405E+0	11.551667E+0	1.205463E+3	84.001090E+0
409	12.474421E+0	13.264044E+0	1.246296E+3	81.865544E+0
410	11.728267E+0	13.264044E+0	1.246296E+3	81.865544E+0
411	14.183419E+0	13.264044E+0	1.246296E+3	81.865544E+0
412	12.988641E+0	13.264044E+0	1.246296E+3	81.865544E+0
413	11.589535E+0	14.440624E+0	1.274353E+3	82.509479E+0
414	10.011881E+0	14.440624E+0	1.274353E+3	82.509479E+0
415	10.650703E+0	14.440624E+0	1.274353E+3	82.509479E+0
416	8.821605E+0	14.440624E+0	1.274353E+3	82.509479E+0
417	6.914207E+0	14.839582E+0	1.283867E+3	79.548496E+0
418	4.966860E+0	14.839582E+0	1.283867E+3	79.548496E+0
419	3.820779E+0	14.839582E+0	1.283867E+3	79.548496E+0
420	1.915455E+0	14.839582E+0	1.283867E+3	79.548496E+0
421	87.170086E-3	15.013150E+0	1.288006E+3	75.612944E+0
422	-1.627596E+0	15.013150E+0	1.288006E+3	75.612944E+0
423	-2.846250E+0	15.013150E+0	1.288006E+3	75.612944E+0
424	-4.234670E+0	15.013150E+0	1.288006E+3	75.612944E+0
425	-5.419887E+0	15.013150E+0	1.288006E+3	75.612944E+0
426	-6.381011E+0	14.845542E+0	1.284009E+3	81.251719E+0
427	-7.102576E+0	14.845542E+0	1.284009E+3	81.251719E+0
428	-7.911814E+0	14.845542E+0	1.284009E+3	81.251719E+0
429	-8.132974E+0	15.335450E+0	1.295692E+3	80.567943E+0
430	-8.103710E+0	15.335450E+0	1.295692E+3	80.567943E+0
431	-6.847803E+0	15.335450E+0	1.295692E+3	80.567943E+0
432	-6.344044E+0	15.335450E+0	1.295692E+3	80.567943E+0
433	-5.632326E+0	15.335450E+0	1.295692E+3	80.567943E+0
434	-4.737289E+0	16.158837E+0	1.315326E+3	80.878436E+0
435	-3.687882E+0	16.158837E+0	1.315326E+3	80.878436E+0
436	-861.628886E-3	16.158837E+0	1.315326E+3	80.878436E+0
437	404.391023E-3	16.158837E+0	1.315326E+3	80.878436E+0
438	1.719763E+0	17.541978E+0	1.348309E+3	82.313134E+0
439	3.046351E+0	17.541978E+0	1.348309E+3	82.313134E+0
440	7.126129E+0	17.541978E+0	1.348309E+3	82.313134E+0
441	8.375516E+0	17.541978E+0	1.348309E+3	82.313134E+0
442	9.525480E+0	19.252458E+0	1.389097E+3	83.238119E+0
443	10.543484E+0	19.252458E+0	1.389097E+3	83.238119E+0
444	14.838629E+0	19.252458E+0	1.389097E+3	83.238119E+0
445	15.527233E+0	21.118507E+0	1.433595E+3	82.819343E+0
446	19.761274E+0	21.118507E+0	1.433595E+3	82.819343E+0
447	20.043586E+0	21.118507E+0	1.433595E+3	82.819343E+0
448	20.097742E+0	21.118507E+0	1.433595E+3	82.819343E+0
449	19.921204E+0	21.118507E+0	1.433595E+3	82.819343E+0
450	19.517547E+0	22.422974E+0	1.464702E+3	77.105819E+0
451	21.518309E+0	22.422974E+0	1.464702E+3	77.105819E+0
452	20.707899E+0	22.422974E+0	1.464702E+3	77.105819E+0
453	19.716001E+0	22.422974E+0	1.464702E+3	77.105819E+0
454	18.568268E+0	22.906511E+0	1.476232E+3	78.250876E+0
455	17.294621E+0	22.906511E+0	1.476232E+3	78.250876E+0
456	16.900453E+0	22.906511E+0	1.476232E+3	78.250876E+0
457	15.483000E+0	22.906511E+0	1.476232E+3	78.250876E+0
458	14.047400E+0	22.236062E+0	1.460245E+3	79.024408E+0
459	12.632638E+0	22.236062E+0	1.460245E+3	79.024408E+0
460	9.930060E+0	22.236062E+0	1.460245E+3	79.024408E+0
461	8.666128E+0	22.236062E+0	1.460245E+3	79.024408E+0
462	7.535984E+0	21.050936E+0	1.431984E+3	81.289092E+0
463	6.572868E+0	21.050936E+0	1.431984E+3	81.289092E+0
464	3.424296E+0	21.050936E+0	1.431984E+3	81.289092E+0
465	2.867907E+0	21.050936E+0	1.431984E+3	81.289092E+0
466	2.553771E+0	19.369831E+0	1.391896E+3	81.933897E+0
467	2.496742E+0	19.369831E+0	1.391896E+3	81.933897E+0
468	-673.151645E-3	19.369831E+0	1.391896E+3	81.933897E+0
469	-211.689575E-3	18.149259E+0	1.362790E+3	79.342717E+0
470	515.813995E-3	18.149259E+0	1.362790E+3	79.342717E+0
471	-953.146013E-3	18.149259E+0	1.362790E+3	79.342717E+0
472	260.967949E-3	18.149259E+0	1.362790E+3	79.342717E+0
473	1.696622E+0	18.149259E+0	1.362790E+3	79.342717E+0
474	3.328480E+0	17.326739E+0	1.343176E+3	79.067582E+0
475	5.126905E+0	17.326739E+0	1.343176E+3	79.067582E+0
476	5.405407E+0	17.326739E+0	1.343176E+3	79.067582E+0
477	7.426313E+0	17.326739E+0	1.343176E+3	79.067582E+0
478	9.506715E+0	17.018834E+0	1.335834E+3	78.049623E+0
479	11.607806E+0	17.018834E+0	1.335834E+3	78.049623E+0
480	13.071894E+0	17.018834E+0	1.335834E+3	78.049623E+0
481	15.095845E+0	17.018834E+0	1.335834E+3	78.049623E+0
482	17.027890E+0	17.149071E+0	1.338939E+3	77.716781E+0
483	18.834854E+0	17.149071E+0	1.338939E+3	77.716781E+0
484	20.748928E+0	17.149071E+0	1.338939E+3	77.716781E+0
485	22.222580E+0	17.149071E+0	1.338939E+3	77.716781E+0
486	23.495935E+0	17.399504E+0	1.344911E+3	78.022311E+0
487	24.554060E+0	17.399504E+0	1.344911E+3	78.022311E+0
488	25.891201E+0	17.399504E+0	1.344911E+3	78.022311E+0
489	26.499961E+0	17.399504E+0	1.344911E+3	78.022311E+0
490	26.884164E+0	16.966574E+0	1.334588E+3	77.743852E+0
491	27.052754E+0	16.966574E+0	1.334588E+3	77.743852E+0
492	26.150235E+0	16.966574E+0	1.334588E+3	77.743852E+0
493	25.932757E+0	16.966574E+0	1.334588E+3	77.743852E+0
494	25.559465E+0	15.574612E+0	1.301395E+3	78.505043E+0
495	25.059619E+0	15.574612E+0	1.301395E+3	78.505043E+0
496	21.668175E+0	15.574612E+0	1.301395E+3	78.505043E+0
497	21.002423E+0	15.574612E+0	1.301395E+3	78.505043E+0
498	20.315793E+0	13.486695E+0	1.251606E+3	78.666153E+0
499	19.646543E+0	13.486695E+0	1.251606E+3	78.666153E+0
500	14.836166E+0	13.486695E+0	1.251606E+3	78.666153E+0
501	14.836166E+0	13.486695E+0	1.251606E+3	78.666153E+0
502	13.880720E+0	11.249795E+0	1.198264E+3	80.458031E+0
503	13.627544E+0	11.249795E+0	1.198264E+3	80.458031E+0
504	9.067549E+0	11.249795E+0	1.198264E+3	80.458031E+0
505	9.195191E+0	11.249795E+0	1.198264E+3	80.458031E+0
506	9.556189E+0	9.054897E+0	1.145924E+3	78.558353E+0
507	10.164607E+0	9.054897E+0	1.145924E+3	78.558353E+0
508	6.616943E+0	9.054897E+0	1.145924E+3	78.558353E+0
509	7.716951E+0	9.054897E+0	1.145924E+3	78.558353E+0
510	9.070941E+0	7.201069E+0	1.101718E+3	78.093533E+0
511	10.669005E+0	7.201069E+0	1.101718E+3	78.093533E+0
512	8.769244E+0	7.201069E+0	1.101718E+3	78.093533E+0
513	10.784392E+0	7.201069E+0	1.101718E+3	78.093533E+0
514	15.328053E+0	5.639749E+0	1.064486E+3	78.841904E+0
515	15.328053E+0	5.639749E+0	1.064486E+3	78.841904E+0
516	14.654136E+0	5.639749E+0	1.064486E+3	78.841904E+0
517	17.183312E+0	5.639749E+0	1.064486E+3	78.841904E+0
518	19.754510E+0	4.508029E+0	1.037499E+3	81.764345E+0
519	22.328377E+0	4.508029E+0	1.037499E+3	81.764345E+0
520	22.590850E+0	4.508029E+0	1.037499E+3	81.764345E+0
521	25.041821E+0	4.508029E+0	1.037499E+3	81.764345E+0
522	27.381463E+0	3.611921E+0	1.016130E+3	76.699699E+0
523	29.576196E+0	3.611921E+0	1.016130E+3	76.699699E+0
524	29.794902E+0	3.611921E+0	1.016130E+3	76.699699E+0
525	31.605358E+0	3.611921E+0	1.016130E+3	76.699699E+0
526	33.194701E+0	2.330700E+0	985.578231E+0	80.214694E+0
527	34.547720E+0	2.330700E+0	985.578231E+0	80.214694E+0
528	33.079795E+0	2.330700E+0	985.578231E+0	80.214694E+0
529	33.925229E+0	2.330700E+0	985.578231E+0	80.214694E+0
530	34.524358E+0	285.617161E-3	936.810871E+0	78.014420E+0
531	34.885920E+0	285.617161E-3	936.810871E+0	78.014420E+0
532	30.913826E+0	285.617161E-3	936.810871E+0	78.014420E+0
533	30.828811E+0	285.617161E-3	936.810871E+0	78.014420E+0
534	30.565564E+0	-2.402979E+0	872.698198E+0	78.235657E+0
535	30.153213E+0	-2.402979E+0	872.698198E+0	78.235657E+0
536	24.220344E+0	-2.402979E+0	872.698198E+0	78.235657E+0
537	23.583627E+0	-2.402979E+0	872.698198E+0	78.235657E+0
538	22.903106E+0	-5.204326E+0	805.896840E+0	80.708875E+0
