mercredi 25 mars 2020	16:16:08	Sampling Period : 50  ms		OL alpha

t	Alpha [deg]	Position [cm]	X [pixel]	Y [pixel]	  	  	  	  
0	0.000000E+0	33.840282E+0	1.736961E+3	80.073725E+0
1	0.000000E+0	33.840282E+0	1.736961E+3	80.073725E+0
2	0.000000E+0	33.840282E+0	1.736961E+3	80.073725E+0
3	0.000000E+0	33.840282E+0	1.736961E+3	80.073725E+0
4	0.000000E+0	33.841702E+0	1.736994E+3	79.617925E+0
5	0.000000E+0	33.841702E+0	1.736994E+3	79.617925E+0
6	0.000000E+0	33.841702E+0	1.736994E+3	79.617925E+0
7	0.000000E+0	33.841702E+0	1.736994E+3	79.617925E+0
8	0.000000E+0	33.840018E+0	1.736954E+3	79.381494E+0
9	0.000000E+0	33.840018E+0	1.736954E+3	79.381494E+0
10	0.000000E+0	33.840018E+0	1.736954E+3	79.381494E+0
11	0.000000E+0	33.840018E+0	1.736954E+3	79.381494E+0
12	7.000000E+0	33.840699E+0	1.736971E+3	78.953001E+0
13	7.000000E+0	33.840699E+0	1.736971E+3	78.953001E+0
14	13.981753E+0	33.840699E+0	1.736971E+3	78.953001E+0
15	13.981753E+0	33.840699E+0	1.736971E+3	78.953001E+0
16	17.010592E+0	33.876434E+0	1.737823E+3	78.711092E+0
17	19.527969E+0	33.876434E+0	1.737823E+3	78.711092E+0
18	21.430718E+0	33.876434E+0	1.737823E+3	78.711092E+0
19	22.665161E+0	33.876434E+0	1.737823E+3	78.711092E+0
20	23.230175E+0	33.876434E+0	1.737823E+3	78.711092E+0
21	23.175399E+0	34.827510E+0	1.760502E+3	79.382022E+0
22	22.594835E+0	34.827510E+0	1.760502E+3	79.382022E+0
23	21.616478E+0	34.827510E+0	1.760502E+3	79.382022E+0
24	20.389047E+0	34.965197E+0	1.763785E+3	79.360820E+0
25	17.796111E+0	34.965197E+0	1.763785E+3	79.360820E+0
26	17.796111E+0	34.965197E+0	1.763785E+3	79.360820E+0
27	16.698690E+0	34.965197E+0	1.763785E+3	79.360820E+0
28	15.863723E+0	34.020557E+0	1.741259E+3	81.117127E+0
29	15.339040E+0	34.020557E+0	1.741259E+3	81.117127E+0
30	15.128548E+0	34.020557E+0	1.741259E+3	81.117127E+0
31	15.461100E+0	34.020557E+0	1.741259E+3	81.117127E+0
32	15.461100E+0	32.341152E+0	1.701212E+3	80.883529E+0
33	15.829502E+0	32.341152E+0	1.701212E+3	80.883529E+0
34	16.185307E+0	32.341152E+0	1.701212E+3	80.883529E+0
35	16.415106E+0	32.341152E+0	1.701212E+3	80.883529E+0
36	16.419923E+0	30.535164E+0	1.658146E+3	82.626782E+0
37	16.127663E+0	30.535164E+0	1.658146E+3	82.626782E+0
38	15.502797E+0	30.535164E+0	1.658146E+3	82.626782E+0
39	13.326779E+0	30.535164E+0	1.658146E+3	82.626782E+0
40	11.917937E+0	28.688417E+0	1.614108E+3	79.229705E+0
41	10.450383E+0	28.688417E+0	1.614108E+3	79.229705E+0
42	10.450383E+0	28.688417E+0	1.614108E+3	79.229705E+0
43	9.070754E+0	28.688417E+0	1.614108E+3	79.229705E+0
44	7.933868E+0	28.688417E+0	1.614108E+3	79.229705E+0
45	7.187693E+0	26.807265E+0	1.569250E+3	77.817683E+0
46	6.958539E+0	26.807265E+0	1.569250E+3	77.817683E+0
47	8.372548E+0	26.807265E+0	1.569250E+3	77.817683E+0
48	8.372548E+0	24.953503E+0	1.525045E+3	79.203050E+0
49	10.057960E+0	24.953503E+0	1.525045E+3	79.203050E+0
50	15.104650E+0	24.953503E+0	1.525045E+3	79.203050E+0
51	15.104650E+0	24.953503E+0	1.525045E+3	79.203050E+0
52	18.212822E+0	24.953503E+0	1.525045E+3	79.203050E+0
53	21.485320E+0	23.918480E+0	1.500364E+3	80.907318E+0
54	24.730791E+0	23.918480E+0	1.500364E+3	80.907318E+0
55	27.758969E+0	23.918480E+0	1.500364E+3	80.907318E+0
56	30.396510E+0	23.918480E+0	1.500364E+3	80.907318E+0
57	33.973446E+0	23.313840E+0	1.485945E+3	78.292378E+0
58	34.763322E+0	23.313840E+0	1.485945E+3	78.292378E+0
59	34.763322E+0	23.313840E+0	1.485945E+3	78.292378E+0
60	34.873624E+0	22.343658E+0	1.462810E+3	77.638889E+0
61	34.357604E+0	22.343658E+0	1.462810E+3	77.638889E+0
62	31.867986E+0	22.343658E+0	1.462810E+3	77.638889E+0
63	31.867986E+0	22.343658E+0	1.462810E+3	77.638889E+0
64	30.174652E+0	22.343658E+0	1.462810E+3	77.638889E+0
65	28.387181E+0	19.996217E+0	1.406833E+3	78.732499E+0
66	26.650351E+0	19.996217E+0	1.406833E+3	78.732499E+0
67	25.085334E+0	19.996217E+0	1.406833E+3	78.732499E+0
68	23.778925E+0	19.996217E+0	1.406833E+3	78.732499E+0
69	22.776549E+0	17.005328E+0	1.335512E+3	78.389170E+0
70	22.079692E+0	17.005328E+0	1.335512E+3	78.389170E+0
71	21.405514E+0	17.005328E+0	1.335512E+3	78.389170E+0
72	21.405514E+0	17.005328E+0	1.335512E+3	78.389170E+0
73	21.251171E+0	14.308515E+0	1.271203E+3	80.148214E+0
74	21.071154E+0	14.308515E+0	1.271203E+3	80.148214E+0
75	20.753119E+0	14.308515E+0	1.271203E+3	80.148214E+0
76	20.200046E+0	11.913816E+0	1.214099E+3	79.281026E+0
77	19.342552E+0	11.913816E+0	1.214099E+3	79.281026E+0
78	16.627784E+0	11.913816E+0	1.214099E+3	79.281026E+0
79	16.627784E+0	11.913816E+0	1.214099E+3	79.281026E+0
80	14.835104E+0	11.913816E+0	1.214099E+3	79.281026E+0
81	12.864843E+0	9.497418E+0	1.156477E+3	78.416079E+0
82	10.844069E+0	9.497418E+0	1.156477E+3	78.416079E+0
83	8.920965E+0	9.497418E+0	1.156477E+3	78.416079E+0
84	7.250913E+0	9.497418E+0	1.156477E+3	78.416079E+0
85	5.981437E+0	7.370774E+0	1.105765E+3	81.777720E+0
86	5.237461E+0	7.370774E+0	1.105765E+3	81.777720E+0
87	5.108351E+0	7.370774E+0	1.105765E+3	81.777720E+0
88	5.638029E+0	7.370774E+0	1.105765E+3	81.777720E+0
89	6.819146E+0	5.991794E+0	1.072881E+3	81.313630E+0
90	8.591948E+0	5.991794E+0	1.072881E+3	81.313630E+0
91	10.847961E+0	5.991794E+0	1.072881E+3	81.313630E+0
92	13.438224E+0	5.991794E+0	1.072881E+3	81.313630E+0
93	16.185286E+0	5.205491E+0	1.054131E+3	78.996197E+0
94	18.897888E+0	5.205491E+0	1.054131E+3	78.996197E+0
95	21.386930E+0	5.205491E+0	1.054131E+3	78.996197E+0
96	23.481240E+0	5.205491E+0	1.054131E+3	78.996197E+0
97	25.041663E+0	4.427914E+0	1.035589E+3	78.986169E+0
98	25.972153E+0	4.427914E+0	1.035589E+3	78.986169E+0
99	26.226847E+0	4.427914E+0	1.035589E+3	78.986169E+0
100	24.785946E+0	4.427914E+0	1.035589E+3	78.986169E+0
101	24.785946E+0	3.027470E+0	1.002194E+3	76.625340E+0
102	23.247352E+0	3.027470E+0	1.002194E+3	76.625340E+0
103	21.329155E+0	3.027470E+0	1.002194E+3	76.625340E+0
104	19.182620E+0	3.027470E+0	1.002194E+3	76.625340E+0
105	16.962842E+0	1.130698E+0	956.962804E+0	76.599190E+0
106	14.813849E+0	1.130698E+0	956.962804E+0	76.599190E+0
107	12.855234E+0	1.130698E+0	956.962804E+0	76.599190E+0
108	9.805895E+0	1.130698E+0	956.962804E+0	76.599190E+0
109	9.805895E+0	-1.232351E+0	900.613170E+0	77.770461E+0
110	8.757049E+0	-1.232351E+0	900.613170E+0	77.770461E+0
111	7.404532E+0	-1.232351E+0	900.613170E+0	77.770461E+0
112	7.404532E+0	-1.232351E+0	900.613170E+0	77.770461E+0
113	6.921239E+0	-3.145746E+0	854.986047E+0	78.448062E+0
114	6.418759E+0	-3.145746E+0	854.986047E+0	78.448062E+0
115	4.926711E+0	-3.145746E+0	854.986047E+0	78.448062E+0
116	3.775024E+0	-3.145746E+0	854.986047E+0	78.448062E+0
117	3.775024E+0	-4.461595E+0	823.608108E+0	77.018649E+0
118	2.301288E+0	-4.461595E+0	823.608108E+0	77.018649E+0
119	519.081910E-3	-4.461595E+0	823.608108E+0	77.018649E+0
120	-1.514300E+0	-5.380406E+0	801.698005E+0	77.555860E+0
121	-3.701632E+0	-5.380406E+0	801.698005E+0	77.555860E+0
122	-5.913841E+0	-5.380406E+0	801.698005E+0	77.555860E+0
123	-9.809462E+0	-5.380406E+0	801.698005E+0	77.555860E+0
124	-9.809462E+0	-5.380406E+0	801.698005E+0	77.555860E+0
125	-11.190746E+0	-6.061361E+0	785.459860E+0	79.471031E+0
126	-12.217698E+0	-6.061361E+0	785.459860E+0	79.471031E+0
127	-12.217698E+0	-6.061361E+0	785.459860E+0	79.471031E+0
128	-11.735894E+0	-6.061361E+0	785.459860E+0	79.471031E+0
129	-10.587756E+0	-5.970565E+0	787.625000E+0	79.263411E+0
130	-8.836382E+0	-5.970565E+0	787.625000E+0	79.263411E+0
131	-6.593190E+0	-5.970565E+0	787.625000E+0	79.263411E+0
132	-4.009411E+0	-5.970565E+0	787.625000E+0	79.263411E+0
133	-1.263871E+0	-4.804766E+0	815.424816E+0	76.291009E+0
134	1.451816E+0	-4.804766E+0	815.424816E+0	76.291009E+0
135	3.949254E+0	-4.804766E+0	815.424816E+0	76.291009E+0
136	6.058963E+0	-4.804766E+0	815.424816E+0	76.291009E+0
137	7.644311E+0	-2.996627E+0	858.541979E+0	79.072591E+0
138	8.612364E+0	-2.996627E+0	858.541979E+0	79.072591E+0
139	8.920660E+0	-2.996627E+0	858.541979E+0	79.072591E+0
140	8.579308E+0	-2.996627E+0	858.541979E+0	79.072591E+0
141	7.648242E+0	-1.103048E+0	903.696545E+0	78.828493E+0
142	6.229954E+0	-1.103048E+0	903.696545E+0	78.828493E+0
143	4.458460E+0	-1.103048E+0	903.696545E+0	78.828493E+0
144	2.485585E+0	-1.103048E+0	903.696545E+0	78.828493E+0
145	465.958710E-3	109.181822E-3	932.603567E+0	76.789026E+0
146	-1.457826E+0	109.181822E-3	932.603567E+0	76.789026E+0
147	-3.168431E+0	109.181822E-3	932.603567E+0	76.789026E+0
148	-4.584091E+0	109.181822E-3	932.603567E+0	76.789026E+0
149	-5.665044E+0	541.980855E-3	942.924159E+0	77.903199E+0
150	-6.415489E+0	541.980855E-3	942.924159E+0	77.903199E+0
151	-6.880915E+0	541.980855E-3	942.924159E+0	77.903199E+0
152	-7.141133E+0	541.980855E-3	942.924159E+0	77.903199E+0
153	-7.299745E+0	1.073844E+0	955.607048E+0	79.914842E+0
