mercredi 25 mars 2020	16:15:05	Sampling Period : 50  ms		OL alpha
151	-7.141133E+0	-29.018825E+0	238.012628E+0	76.657853E+0
152	-7.299745E+0	-29.589835E+0	224.396242E+0	78.234069E+0
153	-7.471154E+0	-29.589835E+0	224.396242E+0	78.234069E+0
154	-7.766463E+0	-29.589835E+0	224.396242E+0	78.234069E+0
155	-8.279716E+0	-29.795750E+0	219.485950E+0	77.734298E+0
156	-9.075900E+0	-29.795750E+0	219.485950E+0	77.734298E+0
157	-10.181957E+0	-29.795750E+0	219.485950E+0	77.734298E+0
158	-11.581757E+0	-29.795750E+0	219.485950E+0	77.734298E+0
159	-13.215570E+0	-29.795750E+0	219.485950E+0	77.734298E+0
160	-14.984162E+0	-29.402334E+0	228.867417E+0	75.363198E+0
161	-16.757137E+0	-29.402334E+0	228.867417E+0	75.363198E+0
162	-18.384749E+0	-29.402334E+0	228.867417E+0	75.363198E+0
163	-19.712055E+0	-29.402334E+0	228.867417E+0	75.363198E+0
164	-20.594011E+0	-29.302256E+0	231.253902E+0	73.707651E+0
165	-20.910062E+0	-29.302256E+0	231.253902E+0	73.707651E+0
166	-20.576755E+0	-29.302256E+0	231.253902E+0	73.707651E+0
167	-19.557139E+0	-29.302256E+0	231.253902E+0	73.707651E+0
168	-17.865987E+0	-28.635775E+0	247.146903E+0	77.947712E+0
169	-15.570291E+0	-28.635775E+0	247.146903E+0	77.947712E+0
170	-12.784935E+0	-28.635775E+0	247.146903E+0	77.947712E+0
171	-9.663915E+0	-28.635775E+0	247.146903E+0	77.947712E+0
172	-6.387908E+0	-26.215403E+0	304.863473E+0	76.968984E+0
173	-3.149335E+0	-26.215403E+0	304.863473E+0	76.968984E+0
174	-136.336720E-3	-26.215403E+0	304.863473E+0	76.968984E+0
175	2.482862E+0	-26.215403E+0	304.863473E+0	76.968984E+0
176	4.573709E+0	-23.139174E+0	378.219705E+0	84.955479E+0
177	6.045935E+0	-23.139174E+0	378.219705E+0	84.955479E+0
178	6.860029E+0	-23.139174E+0	378.219705E+0	84.955479E+0
179	7.029016E+0	-23.139174E+0	378.219705E+0	84.955479E+0
180	6.615391E+0	-20.494132E+0	441.293784E+0	82.727251E+0
181	5.723583E+0	-20.494132E+0	441.293784E+0	82.727251E+0
182	4.488690E+0	-20.494132E+0	441.293784E+0	82.727251E+0
183	3.062651E+0	-20.494132E+0	441.293784E+0	82.727251E+0
184	1.599195E+0	-18.699413E+0	484.090909E+0	77.034856E+0
185	239.067950E-3	-18.699413E+0	484.090909E+0	77.034856E+0
186	-903.029670E-3	-18.699413E+0	484.090909E+0	77.034856E+0
187	-1.748525E+0	-18.699413E+0	484.090909E+0	77.034856E+0
188	-2.261120E+0	-17.703486E+0	507.839954E+0	76.089895E+0
189	-2.448439E+0	-17.703486E+0	507.839954E+0	76.089895E+0
190	-2.359059E+0	-17.703486E+0	507.839954E+0	76.089895E+0
191	-2.075272E+0	-17.703486E+0	507.839954E+0	76.089895E+0
192	-1.702350E+0	-16.990125E+0	524.850867E+0	74.914035E+0
193	-1.355444E+0	-16.990125E+0	524.850867E+0	74.914035E+0
194	-1.145455E+0	-16.990125E+0	524.850867E+0	74.914035E+0
195	-1.165345E+0	-16.990125E+0	524.850867E+0	74.914035E+0
196	-1.478313E+0	-16.323291E+0	540.752287E+0	75.098393E+0
197	-2.109036E+0	-16.323291E+0	540.752287E+0	75.098393E+0
198	-3.038932E+0	-16.323291E+0	540.752287E+0	75.098393E+0
199	-4.205944E+0	-16.323291E+0	540.752287E+0	75.098393E+0
200	-5.508933E+0	-15.406207E+0	562.621223E+0	79.866618E+0
201	-6.816277E+0	-15.406207E+0	562.621223E+0	79.866618E+0
202	-7.977883E+0	-15.406207E+0	562.621223E+0	79.866618E+0
203	-8.839440E+0	-15.406207E+0	562.621223E+0	79.866618E+0
204	-9.257535E+0	-14.240547E+0	590.417722E+0	79.466369E+0
205	-9.114147E+0	-14.240547E+0	590.417722E+0	79.466369E+0
206	-8.329088E+0	-14.240547E+0	590.417722E+0	79.466369E+0
207	-6.869147E+0	-14.240547E+0	590.417722E+0	79.466369E+0
208	-4.753004E+0	-12.934517E+0	621.561516E+0	77.999508E+0
209	-2.051412E+0	-12.934517E+0	621.561516E+0	77.999508E+0
210	1.117455E+0	-12.934517E+0	621.561516E+0	77.999508E+0
211	4.597048E+0	-12.934517E+0	621.561516E+0	77.999508E+0
212	8.205083E+0	-11.168639E+0	663.670907E+0	78.058657E+0
213	11.748597E+0	-11.168639E+0	663.670907E+0	78.058657E+0
214	15.039993E+0	-11.168639E+0	663.670907E+0	78.058657E+0
215	17.912594E+0	-11.168639E+0	663.670907E+0	78.058657E+0
216	20.234230E+0	-9.172942E+0	711.260624E+0	77.584377E+0
217	21.917596E+0	-9.172942E+0	711.260624E+0	77.584377E+0
218	22.926431E+0	-9.172942E+0	711.260624E+0	77.584377E+0
219	23.276968E+0	-9.172942E+0	711.260624E+0	77.584377E+0
220	23.034560E+0	-8.121794E+0	736.326444E+0	80.557774E+0
221	22.305859E+0	-8.121794E+0	736.326444E+0	80.557774E+0
222	21.227350E+0	-8.121794E+0	736.326444E+0	80.557774E+0
223	19.951392E+0	-8.121794E+0	736.326444E+0	80.557774E+0
224	18.631141E+0	-8.269552E+0	732.802990E+0	80.028584E+0
225	17.405846E+0	-8.269552E+0	732.802990E+0	80.028584E+0
226	16.387953E+0	-8.269552E+0	732.802990E+0	80.028584E+0
227	15.653253E+0	-8.269552E+0	732.802990E+0	80.028584E+0
228	15.235028E+0	-9.455978E+0	704.511294E+0	82.347935E+0
229	15.122710E+0	-9.455978E+0	704.511294E+0	82.347935E+0
230	15.265151E+0	-9.455978E+0	704.511294E+0	82.347935E+0
231	15.578124E+0	-9.455978E+0	704.511294E+0	82.347935E+0
232	15.955251E+0	-11.363059E+0	659.034736E+0	85.177502E+0
233	16.281220E+0	-11.363059E+0	659.034736E+0	85.177502E+0
234	16.445930E+0	-11.363059E+0	659.034736E+0	85.177502E+0
235	16.358093E+0	-11.363059E+0	659.034736E+0	85.177502E+0
236	15.956897E+0	-12.869333E+0	623.115907E+0	82.294777E+0
237	15.220515E+0	-12.869333E+0	623.115907E+0	82.294777E+0
238	14.170558E+0	-12.869333E+0	623.115907E+0	82.294777E+0
239	12.871973E+0	-12.869333E+0	623.115907E+0	82.294777E+0
240	11.428363E+0	-14.636530E+0	580.975065E+0	79.284730E+0
241	9.973118E+0	-14.636530E+0	580.975065E+0	79.284730E+0
242	8.657227E+0	-14.636530E+0	580.975065E+0	79.284730E+0
243	7.634912E+0	-14.636530E+0	580.975065E+0	79.284730E+0
244	7.048513E+0	-16.547655E+0	535.402084E+0	78.682986E+0
245	7.014086E+0	-16.547655E+0	535.402084E+0	78.682986E+0
246	7.609146E+0	-16.547655E+0	535.402084E+0	78.682986E+0
247	8.863780E+0	-16.547655E+0	535.402084E+0	78.682986E+0
248	10.756033E+0	-18.478645E+0	489.355384E+0	79.460333E+0
249	13.212060E+0	-18.478645E+0	489.355384E+0	79.460333E+0
250	16.111079E+0	-18.478645E+0	489.355384E+0	79.460333E+0
251	19.294690E+0	-18.478645E+0	489.355384E+0	79.460333E+0
252	22.579721E+0	-20.054297E+0	451.782144E+0	82.543397E+0
253	25.773382E+0	-20.054297E+0	451.782144E+0	82.543397E+0
254	28.689340E+0	-20.054297E+0	451.782144E+0	82.543397E+0
255	31.163172E+0	-20.054297E+0	451.782144E+0	82.543397E+0
256	33.065782E+0	-21.126765E+0	426.207923E+0	80.597022E+0
257	34.313500E+0	-21.126765E+0	426.207923E+0	80.597022E+0
258	34.873961E+0	-21.126765E+0	426.207923E+0	80.597022E+0
259	34.767230E+0	-21.126765E+0	426.207923E+0	80.597022E+0
260	34.062113E+0	-22.273816E+0	398.855151E+0	80.330393E+0
261	32.868064E+0	-22.273816E+0	398.855151E+0	80.330393E+0
262	31.323514E+0	-22.273816E+0	398.855151E+0	80.330393E+0
263	29.581792E+0	-22.273816E+0	398.855151E+0	80.330393E+0
264	27.796024E+0	-24.497493E+0	345.829006E+0	76.705163E+0
265	26.104510E+0	-24.497493E+0	345.829006E+0	76.705163E+0
266	24.617991E+0	-24.497493E+0	345.829006E+0	76.705163E+0
267	23.410040E+0	-24.497493E+0	345.829006E+0	76.705163E+0
268	22.511494E+0	-27.597208E+0	271.912734E+0	77.058801E+0
269	21.909423E+0	-27.597208E+0	271.912734E+0	77.058801E+0
270	21.550703E+0	-27.597208E+0	271.912734E+0	77.058801E+0
271	21.349768E+0	-27.597208E+0	271.912734E+0	77.058801E+0
272	21.199733E+0	-30.759900E+0	196.494692E+0	79.809979E+0
273	20.985712E+0	-30.759900E+0	196.494692E+0	79.809979E+0
274	20.598977E+0	-30.759900E+0	196.494692E+0	79.809979E+0
275	19.950469E+0	-30.759900E+0	196.494692E+0	79.809979E+0
276	18.982290E+0	-33.272514E+0	136.578502E+0	87.066425E+0
277	17.675956E+0	-33.272514E+0	136.578502E+0	87.066425E+0
278	16.056564E+0	-33.272514E+0	136.578502E+0	87.066425E+0
279	14.192380E+0	-33.272514E+0	136.578502E+0	87.066425E+0
280	12.189855E+0	-35.759875E+0	77.264516E+0	86.683871E+0
281	10.184514E+0	-35.759875E+0	77.264516E+0	86.683871E+0
282	8.328571E+0	-35.759875E+0	77.264516E+0	86.683871E+0
283	6.776477E+0	-35.759875E+0	77.264516E+0	86.683871E+0
284	5.669801E+0	-36.139716E+0	68.206780E+0	83.745763E+0
285	5.122927E+0	-36.139716E+0	68.206780E+0	83.745763E+0
286	5.210988E+0	-36.139716E+0	68.206780E+0	83.745763E+0
287	5.961240E+0	-36.139716E+0	68.206780E+0	83.745763E+0
288	7.348753E+0	-36.139716E+0	68.206780E+0	83.745763E+0
289	9.296886E+0	-37.028673E+0	47.008576E+0	79.504288E+0
290	11.682552E+0	-37.028673E+0	47.008576E+0	79.504288E+0
291	14.345800E+0	-37.028673E+0	47.008576E+0	79.504288E+0
292	17.102854E+0	-37.321942E+0	40.015228E+0	77.370558E+0
293	19.761376E+0	-37.321942E+0	40.015228E+0	77.370558E+0
294	22.136545E+0	-37.321942E+0	40.015228E+0	77.370558E+0
295	24.066419E+0	-37.321942E+0	40.015228E+0	77.370558E+0
296	25.425161E+0	-37.321942E+0	40.015228E+0	77.370558E+0
297	26.132887E+0	-37.183511E+0	43.316288E+0	74.532197E+0
298	26.161237E+0	-37.183511E+0	43.316288E+0	74.532197E+0
299	25.534173E+0	-37.183511E+0	43.316288E+0	74.532197E+0
300	24.323981E+0	-36.263185E+0	65.262500E+0	70.687500E+0
301	22.642907E+0	-36.263185E+0	65.262500E+0	70.687500E+0
302	20.631288E+0	-36.263185E+0	65.262500E+0	70.687500E+0
303	18.443355E+0	-36.263185E+0	65.262500E+0	70.687500E+0
304	16.232122E+0	-36.263185E+0	65.262500E+0	70.687500E+0
305	14.134844E+0	-36.065975E+0	69.965217E+0	68.943478E+0
306	12.260453E+0	-36.065975E+0	69.965217E+0	68.943478E+0
307	10.680199E+0	-36.065975E+0	69.965217E+0	68.943478E+0
308	9.422369E+0	-36.506627E+0	59.457364E+0	66.511628E+0
309	8.471571E+0	-36.506627E+0	59.457364E+0	66.511628E+0
310	7.772597E+0	-36.506627E+0	59.457364E+0	66.511628E+0
311	7.238434E+0	-36.506627E+0	59.457364E+0	66.511628E+0
312	6.761566E+0	-37.223047E+0	42.373494E+0	62.180723E+0
313	6.227403E+0	-37.223047E+0	42.373494E+0	62.180723E+0
314	5.528429E+0	-37.223047E+0	42.373494E+0	62.180723E+0
315	4.577631E+0	-37.223047E+0	42.373494E+0	62.180723E+0
316	3.319801E+0	-37.106194E+0	45.160000E+0	83.360000E+0
317	1.739547E+0	-37.106194E+0	45.160000E+0	83.360000E+0
318	-134.843740E-3	-37.106194E+0	45.160000E+0	83.360000E+0
319	-2.232122E+0	-37.106194E+0	45.160000E+0	83.360000E+0
320	-4.443355E+0	-37.106194E+0	45.160000E+0	83.360000E+0
321	-6.631288E+0	-37.674040E+0	31.619048E+0	86.609524E+0
322	-8.642907E+0	-37.674040E+0	31.619048E+0	86.609524E+0
323	-10.323981E+0	-37.674040E+0	31.619048E+0	86.609524E+0
324	-11.534173E+0	-37.674040E+0	31.619048E+0	86.609524E+0
325	-12.161237E+0	-38.212844E+0	18.770642E+0	86.823394E+0
326	-12.132887E+0	-38.212844E+0	18.770642E+0	86.823394E+0
327	-11.425161E+0	-38.212844E+0	18.770642E+0	86.823394E+0
328	-10.066419E+0	-38.212844E+0	18.770642E+0	86.823394E+0
329	-8.136545E+0	-38.514757E+0	11.571184E+0	82.198971E+0
330	-5.761376E+0	-38.514757E+0	11.571184E+0	82.198971E+0
331	-3.102854E+0	-38.514757E+0	11.571184E+0	82.198971E+0
332	-345.800300E-3	-37.883289E+0	26.629274E+0	80.487179E+0
333	2.317448E+0	-37.883289E+0	26.629274E+0	80.487179E+0
334	4.703114E+0	-37.883289E+0	26.629274E+0	80.487179E+0
335	6.651247E+0	-37.883289E+0	26.629274E+0	80.487179E+0
336	8.038760E+0	-37.883289E+0	26.629274E+0	80.487179E+0
337	8.789012E+0	-35.748993E+0	77.524013E+0	75.829242E+0
338	8.877073E+0	-35.748993E+0	77.524013E+0	75.829242E+0
339	8.330199E+0	-35.748993E+0	77.524013E+0	75.829242E+0
340	7.223523E+0	-35.748993E+0	77.524013E+0	75.829242E+0
341	5.671429E+0	-33.198570E+0	138.341783E+0	74.711365E+0
342	3.815486E+0	-33.198570E+0	138.341783E+0	74.711365E+0
343	1.810145E+0	-33.198570E+0	138.341783E+0	74.711365E+0
344	-192.379730E-3	-33.198570E+0	138.341783E+0	74.711365E+0
345	-2.056564E+0	-32.161957E+0	163.061026E+0	74.273232E+0
346	-3.675956E+0	-32.161957E+0	163.061026E+0	74.273232E+0
347	-4.982290E+0	-32.161957E+0	163.061026E+0	74.273232E+0
348	-5.950469E+0	-32.161957E+0	163.061026E+0	74.273232E+0
349	-6.598977E+0	-31.864646E+0	170.150739E+0	77.384528E+0
350	-6.985712E+0	-31.864646E+0	170.150739E+0	77.384528E+0
351	-7.199733E+0	-31.864646E+0	170.150739E+0	77.384528E+0
352	-7.349768E+0	-31.864646E+0	170.150739E+0	77.384528E+0
353	-7.550703E+0	-31.393186E+0	181.393254E+0	80.200843E+0
354	-7.909423E+0	-31.393186E+0	181.393254E+0	80.200843E+0
355	-8.511494E+0	-31.393186E+0	181.393254E+0	80.200843E+0
356	-9.410040E+0	-29.728260E+0	221.095347E+0	81.010739E+0
357	-10.617991E+0	-29.728260E+0	221.095347E+0	81.010739E+0
358	-12.104510E+0	-29.728260E+0	221.095347E+0	81.010739E+0
359	-13.796024E+0	-29.728260E+0	221.095347E+0	81.010739E+0
360	-15.581792E+0	-29.728260E+0	221.095347E+0	81.010739E+0
361	-17.323514E+0	-27.981559E+0	262.747429E+0	79.577429E+0
362	-18.868064E+0	-27.981559E+0	262.747429E+0	79.577429E+0
363	-20.062113E+0	-27.981559E+0	262.747429E+0	79.577429E+0
364	-20.767230E+0	-27.981559E+0	262.747429E+0	79.577429E+0
365	-20.873961E+0	-26.256949E+0	303.872749E+0	76.915246E+0
366	-20.313500E+0	-26.256949E+0	303.872749E+0	76.915246E+0
367	-19.065782E+0	-26.256949E+0	303.872749E+0	76.915246E+0
368	-17.163172E+0	-26.256949E+0	303.872749E+0	76.915246E+0
369	-14.689340E+0	-23.679091E+0	365.344745E+0	78.890612E+0
370	-11.773382E+0	-23.679091E+0	365.344745E+0	78.890612E+0
371	-8.579721E+0	-23.679091E+0	365.344745E+0	78.890612E+0
372	-5.294690E+0	-23.679091E+0	365.344745E+0	78.890612E+0
373	-2.111079E+0	-20.446347E+0	442.433264E+0	78.968184E+0
374	787.940180E-3	-20.446347E+0	442.433264E+0	78.968184E+0
375	3.243968E+0	-20.446347E+0	442.433264E+0	78.968184E+0
376	5.136220E+0	-20.446347E+0	442.433264E+0	78.968184E+0
377	6.390854E+0	-17.368356E+0	515.831520E+0	77.793049E+0
378	6.985914E+0	-17.368356E+0	515.831520E+0	77.793049E+0
379	6.951487E+0	-17.368356E+0	515.831520E+0	77.793049E+0
380	6.365088E+0	-15.181070E+0	567.989858E+0	77.525000E+0
381	5.342773E+0	-15.181070E+0	567.989858E+0	77.525000E+0
382	4.026882E+0	-15.181070E+0	567.989858E+0	77.525000E+0
383	2.571637E+0	-15.181070E+0	567.989858E+0	77.525000E+0
384	1.128027E+0	-15.181070E+0	567.989858E+0	77.525000E+0
385	-170.557710E-3	-13.800697E+0	600.906459E+0	77.317703E+0
386	-1.220515E+0	-13.800697E+0	600.906459E+0	77.317703E+0
387	-1.956897E+0	-13.800697E+0	600.906459E+0	77.317703E+0
388	-2.358093E+0	-13.800697E+0	600.906459E+0	77.317703E+0
389	-2.445930E+0	-12.939509E+0	621.442467E+0	79.219161E+0
390	-2.281220E+0	-12.939509E+0	621.442467E+0	79.219161E+0
391	-1.955251E+0	-12.939509E+0	621.442467E+0	79.219161E+0
392	-1.578124E+0	-12.939509E+0	621.442467E+0	79.219161E+0
393	-1.265151E+0	-12.079317E+0	641.954744E+0	79.872975E+0
